tipo;idCampana;nombreCanal;nombreDistrito;nombreCampana;codigo_local;cuenta;nombre_local;fecha_respuesta;comuna;region;nombreZona;nombreCompleto;pregunta;respuesta;precio
3;140;TRADICIONAL;OVALLE;CANAL TRADICIONAL 03-03-2025 - 31-03-2025;1300451;SSRR;MANUEL SILVA ARAYA;04/03/2025 17:27;LOS VILOS;04 - COQUIMBO;CENTRO NORTE;DIEGO MORGAN;¿Existen coolers presentes en local?;Sí;0.00
3;1660;TRADICIONAL;OVALLE;CANAL TRADICIONAL 12-05-2025 - 16-05-2025;1300451;SSRR;MANUEL SILVA ARAYA;13/05/2025 16:18;LOS VILOS;04 - COQUIMBO;CENTRO NORTE;DIEGO MORGAN;Cantidad de Caras de Red Bull Blue Edition;;0.00
3;1668;TRADICIONAL;OVALLE;CANAL TRADICIONAL 19-05-2025 - 23-05-2025;1300451;SSRR;MANUEL SILVA ARAYA;23/05/2025 14:58;LOS VILOS;04 - COQUIMBO;CENTRO NORTE;DIEGO MORGAN;Cantidad de Caras de Red Bull Blue Edition;;0.00
3;1660;TRADICIONAL;OVALLE;CANAL TRADICIONAL 12-05-2025 - 16-05-2025;1300451;SSRR;MANUEL SILVA ARAYA;13/05/2025 16:18;LOS VILOS;04 - COQUIMBO;CENTRO NORTE;DIEGO MORGAN;Cantidad de Caras de Red Bull Green Edition;;0.00
3;1668;TRADICIONAL;OVALLE;CANAL TRADICIONAL 19-05-2025 - 23-05-2025;1300451;SSRR;MANUEL SILVA ARAYA;23/05/2025 14:58;LOS VILOS;04 - COQUIMBO;CENTRO NORTE;DIEGO MORGAN;Cantidad de Caras de Red Bull Green Edition;;0.00
3;1660;TRADICIONAL;OVALLE;CANAL TRADICIONAL 12-05-2025 - 16-05-2025;1300451;SSRR;MANUEL SILVA ARAYA;13/05/2025 16:18;LOS VILOS;04 - COQUIMBO;CENTRO NORTE;DIEGO MORGAN;Cantidad de Caras de Red Bull Purple Edition;;0.00
3;1668;TRADICIONAL;OVALLE;CANAL TRADICIONAL 19-05-2025 - 23-05-2025;1300451;SSRR;MANUEL SILVA ARAYA;23/05/2025 14:58;LOS VILOS;04 - COQUIMBO;CENTRO NORTE;DIEGO MORGAN;Cantidad de Caras de Red Bull Purple Edition;;0.00
3;1660;TRADICIONAL;OVALLE;CANAL TRADICIONAL 12-05-2025 - 16-05-2025;1300451;SSRR;MANUEL SILVA ARAYA;13/05/2025 16:18;LOS VILOS;04 - COQUIMBO;CENTRO NORTE;DIEGO MORGAN;Cantidad de Caras de Red Bull Red Edition;;0.00
3;1668;TRADICIONAL;OVALLE;CANAL TRADICIONAL 19-05-2025 - 23-05-2025;1300451;SSRR;MANUEL SILVA ARAYA;23/05/2025 14:58;LOS VILOS;04 - COQUIMBO;CENTRO NORTE;DIEGO MORGAN;Cantidad de Caras de Red Bull Red Edition;;0.00
3;140;TRADICIONAL;OVALLE;CANAL TRADICIONAL 03-03-2025 - 31-03-2025;1300451;SSRR;MANUEL SILVA ARAYA;04/03/2025 17:27;LOS VILOS;04 - COQUIMBO;CENTRO NORTE;DIEGO MORGAN;Indique marcas de coolers presentes;REDBULL;0.00
3;140;TRADICIONAL;OVALLE;CANAL TRADICIONAL 03-03-2025 - 31-03-2025;1300451;SSRR;MANUEL SILVA ARAYA;04/03/2025 17:27;LOS VILOS;04 - COQUIMBO;CENTRO NORTE;DIEGO MORGAN;Indique marcas de coolers presentes;CCU;0.00
3;140;TRADICIONAL;OVALLE;CANAL TRADICIONAL 03-03-2025 - 31-03-2025;1300451;SSRR;MANUEL SILVA ARAYA;04/03/2025 17:27;LOS VILOS;04 - COQUIMBO;CENTRO NORTE;DIEGO MORGAN;Indique marcas de coolers presentes;COCA COLA;0.00
