grupo;orden_en_grupo;codigo_local;comuna;merchan;latitud;longitud;dist_prev_km
1;1;1300928;TEMUCO;cmoreno;-38.7218681;-72.5547029;0
1;2;570724;TEMUCO;cmoreno;-38.7233183;-72.5546083;0.161
1;3;2262362;TEMUCO;cmoreno;-38.7232321;-72.556285;0.146
1;4;2317664;TEMUCO;cmoreno;-38.7260699;-72.5578345;0.343
1;5;2292022;TEMUCO;cmoreno;-38.726397;-72.5572563;0.062
1;6;571332;TEMUCO;cmoreno;-38.7243023;-72.5623681;0.501
1;7;2305983;TEMUCO;cmoreno;-38.7228833;-72.5635762;0.189
1;8;1372207;TEMUCO;cmoreno;-38.7217658;-72.5601175;0.325
1;9;1961720;TEMUCO;cmoreno;-38.7192635;-72.5534394;0.643
1;10;879997;TEMUCO;cmoreno;-38.7179643;-72.5512959;0.235
1;11;570515;TEMUCO;cmoreno;-38.7162592;-72.5523715;0.211
1;12;2315412;TEMUCO;cmoreno;-38.7148265;-72.5575024;0.473
1;13;2148165;TEMUCO;cmoreno;-38.7133635;-72.556923;0.17
1;14;572874;TEMUCO;cmoreno;-38.7146144;-72.562294;0.486
1;15;2238398;TEMUCO;cmoreno;-38.7309854;-72.5570384;1.877
2;1;1650489;TEMUCO;cmoreno;-38.7101341;-72.5473523;0
2;2;599624;TEMUCO;cmoreno;-38.7096022;-72.5486199;0.125
2;3;1671363;TEMUCO;cmoreno;-38.7115252;-72.5493081;0.222
2;4;572432;TEMUCO;cmoreno;-38.7088271;-72.5461988;0.403
2;5;2264129;TEMUCO;cmoreno;-38.7015355;-72.551304;0.924
2;6;2280059;TEMUCO;cmoreno;-38.6975156;-72.5479368;0.534
2;7;2304682;TEMUCO;cmoreno;-38.7205733;-72.5674351;3.072
2;8;780929;TEMUCO;cmoreno;-38.7228182;-72.5667403;0.257
2;9;827307;TEMUCO;cmoreno;-38.7240554;-72.5675439;0.154
2;10;982853;TEMUCO;cmoreno;-38.7263289;-72.5753039;0.719
2;11;833676;TEMUCO;cmoreno;-38.7326987;-72.5717549;0.772
2;12;1677418;TEMUCO;cmoreno;-38.733031;-72.5656402;0.532
2;13;1666110;TEMUCO;cmoreno;-38.7321814;-72.5642223;0.155
2;14;1942889;TEMUCO;cmoreno;-38.7311214;-72.5600971;0.377
2;15;782880;TEMUCO;cmoreno;-38.7314176;-72.5599706;0.035
3;1;1305164;LAUTARO;cmoreno;-38.63472;-72.4509833;0
3;2;1990538;LAUTARO;cmoreno;-38.6350133;-72.4490918;0.167
3;3;1367268;LAUTARO;cmoreno;-38.6340353;-72.4459606;0.293
3;4;568155;LAUTARO;cmoreno;-38.6380461;-72.452915;0.751
3;5;779443;LAUTARO;cmoreno;-38.5455029;-72.4234006;10.605
3;6;1577757;LAUTARO;cmoreno;-38.5435574;-72.4210924;0.295
3;7;720540;LAUTARO;cmoreno;-38.5375983;-72.4209832;0.663
3;8;1354476;LAUTARO;cmoreno;-38.5364988;-72.4196418;0.169
3;9;1714233;LAUTARO;cmoreno;-38.5360143;-72.4245697;0.432
3;10;569157;LAUTARO;cmoreno;-38.5379572;-72.4273784;0.326
3;11;1621916;LAUTARO;cmoreno;-38.5369572;-72.4287271;0.162
3;12;571539;LAUTARO;cmoreno;-38.5346671;-72.435901;0.674
3;13;1646858;LAUTARO;cmoreno;-38.5357519;-72.4365473;0.133
3;14;572979;LAUTARO;cmoreno;-38.5420683;-72.4390646;0.736
3;15;571065;LAUTARO;cmoreno;-38.5428556;-72.4401957;0.132
4;1;1319422;TEMUCO;cmoreno;-38.7435049;-72.5778029;0
4;2;568086;TEMUCO;cmoreno;-38.7404269;-72.5774057;0.344
4;3;572075;TEMUCO;cmoreno;-38.739112;-72.5775225;0.147
4;4;1626819;"PADRE LAS CASAS";cmoreno;-38.7394976;-72.574514;0.264
4;5;1373958;"PADRE LAS CASAS";cmoreno;-38.7393258;-72.573581;0.083
4;6;1815113;"PADRE LAS CASAS";cmoreno;-38.7387596;-72.5728658;0.088
4;7;800209;TEMUCO;cmoreno;-38.7371748;-72.5710344;0.237
4;8;997900;TEMUCO;cmoreno;-38.73659;-72.56787;0.282
4;9;571288;TEMUCO;cmoreno;-38.7466768;-72.5789978;1.48
4;10;762877;TEMUCO;cmoreno;-38.7445895;-72.5838956;0.484
4;11;901287;TEMUCO;cmoreno;-38.7427155;-72.5891089;0.498
4;12;2208917;TEMUCO;cmoreno;-38.7389445;-72.5893488;0.42
4;13;2312909;TEMUCO;cmoreno;-38.7385907;-72.5877231;0.146
4;14;571351;TEMUCO;cmoreno;-38.7329074;-72.5888194;0.639
4;15;2133726;TEMUCO;cmoreno;-38.7415638;-72.5964746;1.169
5;1;572530;TEMUCO;cmoreno;-38.7431497;-72.6017323;0
5;2;2292021;TEMUCO;cmoreno;-38.7413339;-72.5978094;0.396
5;3;783166;TEMUCO;cmoreno;-38.7428717;-72.5968778;0.189
5;4;2270640;"PADRE LAS CASAS";cmoreno;-38.7444038;-72.6066342;0.863
5;5;568537;TEMUCO;cmoreno;-38.7407505;-72.6091075;0.459
5;6;2218834;TEMUCO;cmoreno;-38.7396761;-72.6097556;0.132
5;7;1989376;TEMUCO;cmoreno;-38.7394497;-72.6107067;0.086
