grupo;orden_en_grupo;codigo_local;comuna;merchan;latitud;longitud;dist_prev_km
1;1;2099677;"LA FLORIDA";CIGUTIERREZ;-33.5137448;-70.5964671;0
1;2;639404;"LA FLORIDA";CIGUTIERREZ;-33.5138339;-70.5954355;0.096
1;3;2311577;"LA FLORIDA";CIGUTIERREZ;-33.5155109;-70.603852;0.802
1;4;1733317;"LA FLORIDA";CIGUTIERREZ;-33.516793;-70.6050668;0.182
1;5;2045507;"LA FLORIDA";CIGUTIERREZ;-33.5175788;-70.6045542;0.099
1;6;1501109;"LA FLORIDA";CIGUTIERREZ;-33.5153509;-70.6073715;0.36
1;7;2084622;"LA FLORIDA";CIGUTIERREZ;-33.5158244;-70.6081718;0.091
1;8;2230294;"LA FLORIDA";CIGUTIERREZ;-33.5113687;-70.6087467;0.498
1;9;2363573;"LA FLORIDA";CIGUTIERREZ;-33.5226882;-70.5987142;1.565
1;10;2327668;"LA FLORIDA";CIGUTIERREZ;-33.5328253;-70.6031014;1.198
1;11;1992350;"LA FLORIDA";CIGUTIERREZ;-33.5328777;-70.6035993;0.047
1;12;2297043;"LA FLORIDA";CIGUTIERREZ;-33.534149;-70.6078931;0.422
1;13;643169;"LA FLORIDA";CIGUTIERREZ;-33.5249596;-70.618409;1.412
1;14;666579;"LA FLORIDA";CIGUTIERREZ;-33.5176942;-70.5792248;3.721
1;15;886097;"LA FLORIDA";CIGUTIERREZ;-33.5162637;-70.579341;0.159
2;1;1329634;MAIPU;CIGUTIERREZ;-33.8551087;-70.7604003;0
2;2;792628;MAIPU;CIGUTIERREZ;-33.8554379;-70.7606364;0.043
2;3;687188;MAIPU;CIGUTIERREZ;-33.8549991;-70.7534949;0.661
2;4;657497;MAIPU;CIGUTIERREZ;-33.8549991;-70.7534949;0
2;5;726454;MAIPU;CIGUTIERREZ;-33.8669364;-70.7499167;1.368
2;6;753261;MAIPU;CIGUTIERREZ;-33.8662968;-70.7475353;0.231
2;7;659316;MAIPU;CIGUTIERREZ;-33.8696082;-70.7466554;0.377
2;8;650136;MAIPU;CIGUTIERREZ;-33.8708437;-70.7231623;2.173
2;9;1389490;MAIPU;CIGUTIERREZ;-33.8611619;-70.7205715;1.103
2;10;1422706;MAIPU;CIGUTIERREZ;-33.8212958;-70.7391737;4.754
2;11;2433123;MAIPU;CIGUTIERREZ;-33.8201797;-70.7397961;0.137
