grupo;orden_en_grupo;codigo_local;comuna;merchan;latitud;longitud;dist_prev_km
1;1;1319539;MODELO;DPONCE;-33.461133;-70.647246;0
1;2;1492023;MODELO;DPONCE;-33.461035;-70.646105;0.106
1;3;1488419;MODELO;DPONCE;-33.461023;-70.646006;0.009
1;4;1511027;MODELO;DPONCE;-33.462163;-70.647135;0.164
1;5;2111869;MODELO;DPONCE;-33.4633205;-70.6471588;0.129
1;6;668364;MODELO;DPONCE;-33.4641476;-70.6479816;0.12
1;7;1753840;MODELO;DPONCE;-33.463017;-70.648994;0.157
1;8;656136;MODELO;DPONCE;-33.4623867;-70.6487188;0.075
1;9;1870823;MODELO;DPONCE;-33.462639;-70.652108;0.316
1;10;880637;MODELO;DPONCE;-33.465803;-70.649926;0.406
1;11;2278194;MODELO;DPONCE;-33.466154;-70.6498;0.041
1;12;1359151;MODELO;DPONCE;-33.463381;-70.644628;0.57
1;13;1385078;MODELO;DPONCE;-33.458428;-70.644185;0.552
1;14;1459012;MODELO;DPONCE;-33.457278;-70.64331;0.151
1;15;712902;MODELO;DPONCE;-33.455549;-70.646029;0.317
2;1;748845;PIRAMIDE;DPONCE;-33.4957406;-70.6660004;0
2;2;774737;MODELO;DPONCE;-33.473472;-70.668196;2.485
2;3;2344515;MODELO;DPONCE;-33.470334;-70.659625;0.868
2;4;2464717;MODELO;DPONCE;-33.4691619;-70.6547792;0.468
2;5;2239184;MODELO;DPONCE;-33.4662842;-70.6513901;0.449
2;6;1747732;MODELO;DPONCE;-33.470179;-70.648455;0.512
2;7;2399640;MODELO;DPONCE;-33.4721382;-70.6496887;0.246
2;8;695014;MODELO;DPONCE;-33.4725849;-70.6465508;0.295
2;9;668363;MODELO;DPONCE;-33.475482;-70.646481;0.322
2;10;886498;MODELO;DPONCE;-33.474593;-70.651064;0.436
2;11;660072;MODELO;DPONCE;-33.466479;-70.672988;2.225
2;12;2250179;MODELO;DPONCE;-33.464934;-70.673524;0.179
2;13;2166899;MODELO;DPONCE;-33.4642278;-70.6722522;0.142
2;14;2205398;MODELO;DPONCE;-33.462974;-70.67348;0.18
2;15;1670754;MODELO;DPONCE;-33.470457;-70.676864;0.889
3;1;1658079;PIRAMIDE;DPONCE;-33.504174;-70.60094;0
3;2;718180;PIRAMIDE;DPONCE;-33.4930106;-70.6120593;1.614
3;3;676524;PIRAMIDE;DPONCE;-33.4909277;-70.6141432;0.302
3;4;1737788;PIRAMIDE;DPONCE;-33.4881634;-70.6229878;0.876
3;5;2388094;MODELO;DPONCE;-33.4734366;-70.6358689;2.027
3;6;1916663;MODELO;DPONCE;-33.4703457;-70.6396446;0.491
3;7;1651720;MODELO;DPONCE;-33.4706606;-70.6293447;0.956
3;8;643196;MODELO;DPONCE;-33.4703;-70.6287;0.072
3;9;1436643;MODELO;DPONCE;-33.467637;-70.62789;0.305
3;10;1308746;MODELO;DPONCE;-33.467445;-70.627951;0.022
3;11;2344771;MODELO;DPONCE;-33.4674293;-70.6282891;0.031
3;12;1417795;MODELO;DPONCE;-33.4653031;-70.629155;0.25
3;13;1872353;MODELO;DPONCE;-33.4648353;-70.6277325;0.142
3;14;1961507;MODELO;DPONCE;-33.461979;-70.628227;0.321
3;15;2365635;PIRAMIDE;DPONCE;-33.4684717;-70.5987444;2.829
4;1;771043;PIRAMIDE;DPONCE;-33.5241188;-70.6960398;0
4;2;1349659;MODELO;DPONCE;-33.4606891;-70.6755288;7.305
4;3;1489414;MODELO;DPONCE;-33.456253;-70.674047;0.512
4;4;1456377;MODELO;DPONCE;-33.4535;-70.6749;0.316
4;5;1930226;MODELO;DPONCE;-33.452938;-70.677122;0.215
4;6;992898;MODELO;DPONCE;-33.453052;-70.670885;0.579
4;7;1884218;MODELO;DPONCE;-33.454148;-70.670584;0.125
4;8;872702;MODELO;DPONCE;-33.454086;-70.670279;0.029
4;9;668647;MODELO;DPONCE;-33.453916;-70.669767;0.051
4;10;2322867;MODELO;DPONCE;-33.455017;-70.669908;0.123
4;11;662635;MODELO;DPONCE;-33.4564735;-70.6648376;0.497
4;12;2300687;MODELO;DPONCE;-33.455513;-70.664079;0.128
4;13;882161;MODELO;DPONCE;-33.460455;-70.655747;0.948
4;14;919001;MODELO;DPONCE;-33.460418;-70.655025;0.067
4;15;658806;MODELO;DPONCE;-33.461352;-70.654207;0.129
5;1;2039656;MODELO;DPONCE;-33.4476763;-70.6425686;0
5;2;2400678;MODELO;DPONCE;-33.4494506;-70.6444843;0.266
5;3;846865;MODELO;DPONCE;-33.450968;-70.641177;0.35
5;4;2298834;MODELO;DPONCE;-33.452888;-70.642304;0.238
5;5;2193487;MODELO;DPONCE;-33.45228;-70.636183;0.572
5;6;2375464;MODELO;DPONCE;-33.4484736;-70.6359426;0.424
5;7;2148784;MODELO;DPONCE;-33.448511;-70.635263;0.063
5;8;2373004;MODELO;DPONCE;-33.4477619;-70.6355757;0.088
5;9;2235808;MODELO;DPONCE;-33.446553;-70.639924;0.425
5;10;2432254;MODELO;DPONCE;-33.4454785;-70.6404186;0.128
5;11;2383481;MODELO;DPONCE;-33.4436328;-70.6445254;0.433
5;12;2044575;MODELO;DPONCE;-33.4416764;-70.6470417;0.319
5;13;2400050;MODELO;DPONCE;-33.4440606;-70.649349;0.341
5;14;2397251;MODELO;DPONCE;-33.446264;-70.6471595;0.318
5;15;2354981;MODELO;DPONCE;-33.446969;-70.6499923;0.274
6;1;871569;MODELO;DPONCE;-33.461462;-70.632078;0
6;2;1870822;MODELO;DPONCE;-33.4603388;-70.6296421;0.258
6;3;892191;MODELO;DPONCE;-33.457152;-70.629427;0.355
6;4;1907952;MODELO;DPONCE;-33.45673;-70.629722;0.054
6;5;2461845;MODELO;DPONCE;-33.4554502;-70.6307623;0.172
6;6;2268255;MODELO;DPONCE;-33.453183;-70.630773;0.252
6;7;2046849;MODELO;DPONCE;-33.453196;-70.63198;0.112
6;8;830990;MODELO;DPONCE;-33.451599;-70.632564;0.186
6;9;1683813;MODELO;DPONCE;-33.45024;-70.633852;0.193
6;10;2388732;MODELO;DPONCE;-33.4486849;-70.6320233;0.242
6;11;1951942;MODELO;DPONCE;-33.452821;-70.634382;0.509
6;12;767616;MODELO;DPONCE;-33.456196;-70.641366;0.749
6;13;2351400;MODELO;DPONCE;-33.452466;-70.648868;0.81
6;14;2300688;MODELO;DPONCE;-33.452697;-70.650303;0.136
6;15;1426178;MODELO;DPONCE;-33.453192;-70.650221;0.056
7;1;2396106;MODELO;DPONCE;-33.4560674;-70.6595899;0
7;2;1940126;MODELO;DPONCE;-33.454019;-70.659089;0.232
7;3;2216971;MODELO;DPONCE;-33.4544503;-70.6614761;0.227
7;4;672386;MODELO;DPONCE;-33.4535;-70.6617;0.108
7;5;1426180;MODELO;DPONCE;-33.452313;-70.661558;0.133
7;6;654137;MODELO;DPONCE;-33.4519;-70.6607;0.092
7;7;1663698;MODELO;DPONCE;-33.451234;-70.663638;0.282
7;8;824759;MODELO;DPONCE;-33.451487;-70.664497;0.085
7;9;2172350;MODELO;DPONCE;-33.4508561;-70.666268;0.179
7;10;806601;MODELO;DPONCE;-33.449838;-70.66648;0.115
7;11;2030167;MODELO;DPONCE;-33.449017;-70.666344;0.092
7;12;2436890;MODELO;DPONCE;-33.4488889;-70.6663817;0.015
7;13;1333926;MODELO;DPONCE;-33.449616;-70.6634;0.288
7;14;2382524;MODELO;DPONCE;-33.448326;-70.65823;0.501
7;15;2381101;MODELO;DPONCE;-33.448326;-70.65823;0
8;1;2240298;MODELO;DPONCE;-33.452264;-70.67245;0
8;2;925860;MODELO;DPONCE;-33.451327;-70.669764;0.27
8;3;2449643;MODELO;DPONCE;-33.4513379;-70.6692533;0.047
8;4;2387692;MODELO;DPONCE;-33.4485771;-70.6660025;0.43
8;5;891163;MODELO;DPONCE;-33.4463329;-70.663721;0.327
8;6;1700217;MODELO;DPONCE;-33.446826;-70.662227;0.149
8;7;1574819;MODELO;DPONCE;-33.448527;-70.67319;1.035
8;8;2189670;MODELO;DPONCE;-33.448714;-70.674529;0.126
8;9;1538449;MODELO;DPONCE;-33.444934;-70.677116;0.484
8;10;2026164;MODELO;DPONCE;-33.444989;-70.678164;0.097
8;11;813182;MODELO;DPONCE;-33.443825;-70.677466;0.145
8;12;644046;MODELO;DPONCE;-33.442435;-70.677005;0.16
8;13;1511041;MODELO;DPONCE;-33.442362;-70.676679;0.031
8;14;2341711;MODELO;DPONCE;-33.442158;-70.6733779;0.307
8;15;2236641;MODELO;DPONCE;-33.442179;-70.67325;0.012
9;1;2215003;MODELO;DPONCE;-33.4468752;-70.6514258;0
9;2;806541;MODELO;DPONCE;-33.4448329;-70.6583702;0.683
9;3;776341;MODELO;DPONCE;-33.4448329;-70.6583702;0
9;4;2375466;MODELO;DPONCE;-33.4424455;-70.6578056;0.271
9;5;2385183;MODELO;DPONCE;-33.4403142;-70.6584816;0.245
9;6;2147994;MODELO;DPONCE;-33.4392616;-70.6566272;0.208
9;7;2371542;MODELO;DPONCE;-33.4381838;-70.6569549;0.124
9;8;2403507;MODELO;DPONCE;-33.4370048;-70.6581449;0.171
9;9;1700257;MODELO;DPONCE;-33.437259;-70.66157;0.319
9;10;2421518;MODELO;DPONCE;-33.4385452;-70.6623941;0.162
9;11;2292043;MODELO;DPONCE;-33.439669;-70.660696;0.201
9;12;2352605;MODELO;DPONCE;-33.4402179;-70.6552876;0.506
