grupo;orden_en_grupo;codigo_local;comuna;merchan;latitud;longitud;dist_prev_km
1;1;597768;RANCAGUA;LSEGURA;-34.6330658;-71.3626011;0
1;2;1474600;RANCAGUA;LSEGURA;-34.633622;-71.364203;0.159
1;3;1384140;RANCAGUA;LSEGURA;-34.6342205;-71.3656906;0.152
1;4;595324;RANCAGUA;LSEGURA;-34.6342477;-71.3695221;0.351
1;5;1775019;RANCAGUA;LSEGURA;-34.6373171;-71.3675913;0.384
1;6;2345524;RANCAGUA;LSEGURA;-34.6403087;-71.3679694;0.334
1;7;2347162;RANCAGUA;LSEGURA;-34.641484;-71.371156;0.319
1;8;594292;RANCAGUA;LSEGURA;-34.6402806;-71.3751427;0.388
1;9;598831;RANCAGUA;LSEGURA;-34.6394445;-71.3746534;0.103
1;10;2147220;RANCAGUA;LSEGURA;-34.6408273;-71.3642802;0.961
1;11;1664908;RANCAGUA;LSEGURA;-34.6338793;-71.3606149;0.842
1;12;699525;RANCAGUA;LSEGURA;-34.6297197;-71.3594866;0.474
1;13;1320529;RANCAGUA;LSEGURA;-34.6300266;-71.3633015;0.351
1;14;597769;RANCAGUA;LSEGURA;-34.6357903;-71.3516952;1.24
1;15;2010454;RANCAGUA;LSEGURA;-34.624247;-71.349918;1.294
1;16;2327586;RANCAGUA;LSEGURA;-34.6483566;-71.35688;2.755
1;17;597498;RANCAGUA;LSEGURA;-34.655889;-71.342299;1.575
1;18;596494;RANCAGUA;LSEGURA;-34.595843;-71.36223;6.921
1;19;1964829;RANCAGUA;LSEGURA;-34.5937922;-71.3639417;0.277
1;20;597432;RANCAGUA;LSEGURA;-34.5937016;-71.3640566;0.015
2;1;832469;RANCAGUA;LSEGURA;-34.7228781;-71.074009;0
2;2;598836;RANCAGUA;LSEGURA;-34.713454;-71.047126;2.671
2;3;1839806;RANCAGUA;LSEGURA;-34.713168;-71.046785;0.045
2;4;893218;RANCAGUA;LSEGURA;-34.712843;-71.046401;0.05
2;5;2104935;RANCAGUA;LSEGURA;-34.711;-71.0453653;0.226
2;6;594964;RANCAGUA;LSEGURA;-34.7101406;-71.0447312;0.112
2;7;2427707;RANCAGUA;LSEGURA;-34.7101406;-71.0447312;0
2;8;1670046;RANCAGUA;LSEGURA;-34.709878;-71.044446;0.039
2;9;2055704;RANCAGUA;LSEGURA;-34.711094;-71.042844;0.199
2;10;2351516;RANCAGUA;LSEGURA;-34.7121915;-71.0438128;0.151
2;11;2400660;RANCAGUA;LSEGURA;-34.7097412;-71.042167;0.311
2;12;1389922;RANCAGUA;LSEGURA;-34.7094903;-71.0417749;0.045
2;13;1682258;RANCAGUA;LSEGURA;-34.7098933;-71.0487852;0.642
2;14;706338;RANCAGUA;LSEGURA;-34.7151619;-71.0462308;0.631
2;15;597835;RANCAGUA;LSEGURA;-34.7127978;-71.032592;1.274
2;16;2052052;RANCAGUA;LSEGURA;-34.7040588;-71.0345947;0.989
2;17;1852332;RANCAGUA;LSEGURA;-34.7034234;-71.0369739;0.229
2;18;2387736;RANCAGUA;LSEGURA;-34.7010457;-71.0382001;0.287
2;19;594546;RANCAGUA;LSEGURA;-34.700796;-71.034267;0.361
2;20;2372636;RANCAGUA;LSEGURA;-34.6972165;-71.0327348;0.422
3;1;596677;RANCAGUA;LSEGURA;-34.7782923;-70.9465412;0
3;2;762235;RANCAGUA;LSEGURA;-34.72651;-71.004332;7.812
3;3;705571;RANCAGUA;LSEGURA;-34.698466;-70.975137;4.104
3;4;596508;RANCAGUA;LSEGURA;-34.682179;-71.017666;4.289
3;5;881377;RANCAGUA;LSEGURA;-34.647315;-70.98814;4.724
3;6;982801;RANCAGUA;LSEGURA;-34.6420855;-70.9922911;0.695
3;7;597425;RANCAGUA;LSEGURA;-34.640388;-70.991265;0.211
3;8;593242;RANCAGUA;LSEGURA;-34.652288;-70.975589;1.951
3;9;1327024;RANCAGUA;LSEGURA;-34.654741;-70.967684;0.773
3;10;595789;RANCAGUA;LSEGURA;-34.612545;-70.925426;6.08
3;11;1734036;RANCAGUA;LSEGURA;-34.5975498;-70.9647368;3.965
3;12;2102928;RANCAGUA;LSEGURA;-34.6250604;-71.035179;7.136
3;13;991601;RANCAGUA;LSEGURA;-34.6232244;-71.0369086;0.258
3;14;827933;RANCAGUA;LSEGURA;-34.6371369;-71.0663923;3.11
3;15;597304;RANCAGUA;LSEGURA;-34.6371369;-71.0663923;0
3;16;1345725;RANCAGUA;LSEGURA;-34.6438451;-71.0935075;2.59
3;17;2216373;RANCAGUA;LSEGURA;-34.6996342;-70.9269624;16.445
3;18;1424348;RANCAGUA;LSEGURA;-34.684174;-70.87597;4.969
3;19;685082;RANCAGUA;LSEGURA;-34.68465;-70.874763;0.122
3;20;1930761;RANCAGUA;LSEGURA;-34.69751;-70.857474;2.132
4;1;1904424;RANCAGUA;LSEGURA;-34.7471287;-71.1946163;0
4;2;595048;RANCAGUA;LSEGURA;-34.762295;-71.196484;1.695
4;3;2350794;RANCAGUA;LSEGURA;-34.7555164;-71.2401191;4.057
4;4;2023032;RANCAGUA;LSEGURA;-34.7256451;-71.2712271;4.372
4;5;894185;RANCAGUA;LSEGURA;-34.724181;-71.280014;0.819
4;6;2218487;RANCAGUA;LSEGURA;-34.7303259;-71.2815164;0.697
4;7;2332870;RANCAGUA;LSEGURA;-34.6569344;-71.321371;8.937
4;8;2093561;RANCAGUA;LSEGURA;-34.6514346;-71.2043196;10.724
4;9;2210532;RANCAGUA;LSEGURA;-34.6508257;-71.2040106;0.073
4;10;2051435;RANCAGUA;LSEGURA;-34.649922;-71.200231;0.36
4;11;1954518;RANCAGUA;LSEGURA;-34.6482443;-71.1997691;0.191
4;12;2290239;RANCAGUA;LSEGURA;-34.6523156;-71.2003844;0.456
4;13;2402921;RANCAGUA;LSEGURA;-34.6540533;-71.2030784;0.313
4;14;597421;RANCAGUA;LSEGURA;-34.6523209;-71.1968597;0.601
4;15;2158957;RANCAGUA;LSEGURA;-34.6523209;-71.1968597;0
4;16;1601393;RANCAGUA;LSEGURA;-34.6528744;-71.1954196;0.145
4;17;1934712;RANCAGUA;LSEGURA;-34.6501021;-71.1917306;0.457
4;18;2352914;RANCAGUA;LSEGURA;-34.636201;-71.1196692;6.771
4;19;1716028;RANCAGUA;LSEGURA;-34.638335;-71.114803;0.504
4;20;2370134;RANCAGUA;LSEGURA;-34.6424136;-71.1136551;0.466
5;1;596611;RANCAGUA;LSEGURA;-34.7319442;-71.6456745;0
5;2;2028704;RANCAGUA;LSEGURA;-34.728699;-71.6452075;0.363
5;3;2343873;RANCAGUA;LSEGURA;-34.728699;-71.6452075;0
5;4;595138;RANCAGUA;LSEGURA;-34.728417;-71.644945;0.039
5;5;595830;RANCAGUA;LSEGURA;-34.7279401;-71.6439011;0.109
5;6;2153408;RANCAGUA;LSEGURA;-34.728553;-71.646427;0.241
5;7;2340971;RANCAGUA;LSEGURA;-34.728658;-71.6498838;0.316
5;8;1711486;RANCAGUA;LSEGURA;-34.7286538;-71.6508238;0.086
5;9;2405372;RANCAGUA;LSEGURA;-34.7294242;-71.6538715;0.291
5;10;1942907;RANCAGUA;LSEGURA;-34.659752;-71.739837;11.036
5;11;990950;RANCAGUA;LSEGURA;-34.6034435;-71.6524129;10.158
5;12;695966;RANCAGUA;LSEGURA;-34.601432;-71.6516754;0.234
5;13;787413;RANCAGUA;LSEGURA;-34.6011542;-71.6515995;0.032
5;14;750322;RANCAGUA;LSEGURA;-34.525873;-71.591224;10.032
5;15;697195;RANCAGUA;LSEGURA;-34.526945;-71.566495;2.269
5;16;834604;RANCAGUA;LSEGURA;-34.596666;-71.434879;14.33
5;17;918386;RANCAGUA;LSEGURA;-34.5937016;-71.3640566;6.491
5;18;2327195;RANCAGUA;LSEGURA;-34.643837;-71.898937;49.262
5;19;782042;RANCAGUA;LSEGURA;-34.648142;-71.899725;0.484
5;20;2353344;RANCAGUA;LSEGURA;-34.649363;-71.899474;0.138
6;1;2224074;RANCAGUA;LSEGURA;-34.5998052;-70.9916902;0
6;2;2350992;RANCAGUA;LSEGURA;-34.5987981;-70.9921548;0.12
6;3;2299838;RANCAGUA;LSEGURA;-34.596824;-70.987534;0.477
6;4;594486;RANCAGUA;LSEGURA;-34.5952615;-70.9836512;0.396
6;5;1690525;RANCAGUA;LSEGURA;-34.5954799;-70.9828353;0.079
