grupo;orden_en_grupo;codigo_local;comuna;merchan;latitud;longitud;dist_prev_km
1;1;1317924;MODELO;NRAMIREZ;-33.4570074;-70.6113426;0
1;2;1310556;MODELO;NRAMIREZ;-33.4553076;-70.6117201;0.192
1;3;2217080;MODELO;NRAMIREZ;-33.45435;-70.61108;0.122
1;4;2260231;MODELO;NRAMIREZ;-33.4590586;-70.6305445;1.88
1;5;2373277;MODELO;NRAMIREZ;-33.456619;-70.634495;0.456
1;6;673657;MODELO;NRAMIREZ;-33.465979;-70.626823;1.261
1;7;2349953;MODELO;NRAMIREZ;-33.4681646;-70.627526;0.252
2;1;1995750;MODELO;NRAMIREZ;-33.433182;-70.652836;0
2;2;768738;MODELO;NRAMIREZ;-33.4335;-70.653098;0.043
2;3;658119;MODELO;NRAMIREZ;-33.4332;-70.6546;0.143
2;4;1439860;MODELO;NRAMIREZ;-33.434319;-70.654961;0.129
2;5;2375587;MODELO;NRAMIREZ;-33.4345799;-70.6547041;0.038
2;6;2164642;MODELO;NRAMIREZ;-33.435108;-70.654303;0.07
2;7;2316671;MODELO;NRAMIREZ;-33.43539;-70.653933;0.046
3;1;1647599;MODELO;NRAMIREZ;-33.432206;-70.673157;0
3;2;725787;MODELO;NRAMIREZ;-33.433727;-70.669083;0.414
3;3;1646164;MODELO;NRAMIREZ;-33.4363076;-70.6661476;0.396
3;4;2102977;MODELO;NRAMIREZ;-33.4362798;-70.672198;0.561
3;5;998036;MODELO;NRAMIREZ;-33.436922;-70.673543;0.144
3;6;2164468;MODELO;NRAMIREZ;-33.437786;-70.674846;0.154
3;7;1785932;MODELO;NRAMIREZ;-33.4300575;-70.6665738;1.152
4;1;2330016;MODELO;NRAMIREZ;-33.433212;-70.659929;0
4;2;1681670;MODELO;NRAMIREZ;-33.433343;-70.659815;0.018
4;3;2219521;MODELO;NRAMIREZ;-33.4320661;-70.6588114;0.17
4;4;2048376;MODELO;NRAMIREZ;-33.434607;-70.658656;0.283
4;5;2271068;MODELO;NRAMIREZ;-33.43597;-70.658635;0.152
4;6;2353171;MODELO;NRAMIREZ;-33.433239;-70.655899;0.396
4;7;643663;MODELO;NRAMIREZ;-33.434697;-70.66343;0.717
5;1;639604;MODELO;NRAMIREZ;-33.4363;-70.6523;0
5;2;773876;MODELO;NRAMIREZ;-33.43649;-70.653585;0.121
5;3;780894;MODELO;NRAMIREZ;-33.437248;-70.649756;0.365
5;4;845411;MODELO;NRAMIREZ;-33.437917;-70.649382;0.082
5;5;2078978;MODELO;NRAMIREZ;-33.4376668;-70.6483423;0.1
5;6;2262014;MODELO;NRAMIREZ;-33.4369153;-70.648202;0.085
5;7;2347822;MODELO;NRAMIREZ;-33.43949;-70.650849;0.377
6;1;1464018;MODELO;NRAMIREZ;-33.436566;-70.64459;0
6;2;746611;MODELO;NRAMIREZ;-33.437723;-70.6434;0.17
6;3;2284603;MODELO;NRAMIREZ;-33.437383;-70.641834;0.15
6;4;2065037;PIRAMIDE;NRAMIREZ;-33.437887;-70.645809;0.373
6;5;2325497;MODELO;NRAMIREZ;-33.4389633;-70.645608;0.121
6;6;2327235;MODELO;NRAMIREZ;-33.4380087;-70.6475847;0.212
