grupo;orden_en_grupo;codigo_local;comuna;merchan;latitud;longitud;dist_prev_km
1;1;1394171;ANTOFAGASTA;mpacheco;-23.523775;-70.4034342;0
1;2;2205644;ANTOFAGASTA;mpacheco;-23.523775;-70.4034342;0
1;3;2116298;ANTOFAGASTA;mpacheco;-23.5244752;-70.4030476;0.087
1;4;2202507;ANTOFAGASTA;mpacheco;-23.522126;-70.4044623;0.298
1;5;1862825;ANTOFAGASTA;mpacheco;-23.5273158;-70.3979156;0.882
1;6;2288954;ANTOFAGASTA;mpacheco;-23.527303;-70.3970284;0.09
1;7;1647743;ANTOFAGASTA;mpacheco;-23.5283282;-70.3966707;0.12
1;8;2313125;ANTOFAGASTA;mpacheco;-23.5311412;-70.3977227;0.331
1;9;1952764;ANTOFAGASTA;mpacheco;-23.5320448;-70.3992977;0.189
1;10;2209865;ANTOFAGASTA;mpacheco;-23.5321072;-70.3961876;0.317
1;11;529691;ANTOFAGASTA;mpacheco;-23.5321072;-70.3961876;0
1;12;848214;ANTOFAGASTA;mpacheco;-23.5317844;-70.3951089;0.116
1;13;2208433;ANTOFAGASTA;mpacheco;-23.5331522;-70.39553;0.158
1;14;876981;ANTOFAGASTA;mpacheco;-23.5407391;-70.3868775;1.221
1;15;2272532;ANTOFAGASTA;mpacheco;-23.5505147;-70.3954536;1.395
2;1;1655889;ANTOFAGASTA;mpacheco;-23.5532399;-70.3951771;0
2;2;2351696;ANTOFAGASTA;mpacheco;-23.5530557;-70.3952135;0.021
2;3;1539246;ANTOFAGASTA;mpacheco;-23.5538926;-70.3951422;0.093
2;4;1363475;ANTOFAGASTA;mpacheco;-23.5538926;-70.3951422;0
2;5;2305166;ANTOFAGASTA;mpacheco;-23.5539205;-70.3951981;0.006
2;6;1569959;ANTOFAGASTA;mpacheco;-23.5539691;-70.3951306;0.009
2;7;2280041;ANTOFAGASTA;mpacheco;-23.5554116;-70.3941344;0.19
2;8;904608;ANTOFAGASTA;mpacheco;-23.5553284;-70.3965835;0.25
2;9;1673350;ANTOFAGASTA;mpacheco;-23.5520239;-70.3956769;0.379
2;10;2398326;ANTOFAGASTA;mpacheco;-23.5513673;-70.3952337;0.086
2;11;2285458;ANTOFAGASTA;mpacheco;-23.5513042;-70.3951007;0.015
2;12;2346591;ANTOFAGASTA;mpacheco;-23.551361;-70.3947759;0.034
2;13;2397791;ANTOFAGASTA;mpacheco;-23.5513688;-70.3945843;0.02
2;14;931651;ANTOFAGASTA;mpacheco;-23.5513865;-70.3943225;0.027
2;15;2332371;ANTOFAGASTA;mpacheco;-23.5525408;-70.3932584;0.168
3;1;1870230;ANTOFAGASTA;mpacheco;-23.5510642;-70.393723;0
3;2;2291501;ANTOFAGASTA;mpacheco;-23.555622;-70.393805;0.507
3;3;2335758;ANTOFAGASTA;mpacheco;-23.5558491;-70.3952482;0.149
3;4;2252261;ANTOFAGASTA;mpacheco;-23.5562143;-70.3951815;0.041
3;5;1354345;ANTOFAGASTA;mpacheco;-23.5567958;-70.3951667;0.065
3;6;2156991;ANTOFAGASTA;mpacheco;-23.5566473;-70.3974909;0.237
