grupo;orden_en_grupo;codigo_local;comuna;merchan;latitud;longitud;dist_prev_km
1;1;1323841;PIRAMIDE;THERRERA;-33.4820375;-70.6114796;0
1;2;650404;PIRAMIDE;THERRERA;-33.4929069;-70.6016723;1.513
1;3;1829628;PIRAMIDE;THERRERA;-33.4848295;-70.5896911;1.429
1;4;1334114;PIRAMIDE;THERRERA;-33.4684149;-70.5984277;1.997
1;5;2292193;PIRAMIDE;THERRERA;-33.498387;-70.622906;4.032
2;1;1325608;PIRAMIDE;THERRERA;-33.4892;-70.6488;0
2;2;2012701;PIRAMIDE;THERRERA;-33.490489;-70.648207;0.154
2;3;1650745;PIRAMIDE;THERRERA;-33.489615;-70.646687;0.171
2;4;2393320;PIRAMIDE;THERRERA;-33.489807;-70.6464605;0.03
2;5;1759761;PIRAMIDE;THERRERA;-33.488694;-70.645911;0.134
3;1;2128924;PIRAMIDE;THERRERA;-33.5739181;-70.6670441;0
3;2;1325282;PIRAMIDE;THERRERA;-33.5706632;-70.6677564;0.368
3;3;702137;PIRAMIDE;THERRERA;-33.569761;-70.6687089;0.134
3;4;1954573;PIRAMIDE;THERRERA;-33.571459;-70.6728886;0.431
3;5;2307598;PIRAMIDE;THERRERA;-33.57161;-70.6618653;1.021
4;1;2294475;PIRAMIDE;THERRERA;-33.5694617;-70.6754188;0
4;2;2196671;PIRAMIDE;THERRERA;-33.5654832;-70.6774097;0.479
4;3;2283078;PIRAMIDE;THERRERA;-33.5596402;-70.6740105;0.722
4;4;644385;PIRAMIDE;THERRERA;-33.5675859;-70.6647037;1.235
4;5;2311274;PIRAMIDE;THERRERA;-33.5744474;-70.6745874;1.192
5;1;667596;PIRAMIDE;THERRERA;-33.5648666;-70.6599114;0
5;2;1686989;PIRAMIDE;THERRERA;-33.5618127;-70.6596145;0.341
5;3;1991839;PIRAMIDE;THERRERA;-33.5567745;-70.6614417;0.585
5;4;1866720;PIRAMIDE;THERRERA;-33.5587188;-70.6653585;0.422
5;5;2325868;PIRAMIDE;THERRERA;-33.5592773;-70.6699941;0.434
6;1;1545160;PIRAMIDE;THERRERA;-33.5600552;-70.6707578;0
6;2;655282;PIRAMIDE;THERRERA;-33.5574246;-70.6699858;0.301
6;3;656129;PIRAMIDE;THERRERA;-33.5535269;-70.6605855;0.973
6;4;2025363;PIRAMIDE;THERRERA;-33.547922;-70.6773856;1.677
6;5;1324384;PIRAMIDE;THERRERA;-33.5496958;-70.6792949;0.265
7;1;1763875;PIRAMIDE;THERRERA;-33.5565788;-70.643865;0
7;2;845260;PIRAMIDE;THERRERA;-33.5509696;-70.6419049;0.65
7;3;2095581;PIRAMIDE;THERRERA;-33.5492767;-70.6426597;0.201
7;4;2349136;PIRAMIDE;THERRERA;-33.5493714;-70.6460722;0.316
7;5;1962043;PIRAMIDE;THERRERA;-33.556598;-70.6356205;1.258
8;1;2250981;PIRAMIDE;THERRERA;-33.5565086;-70.6316923;0
8;2;1732754;PIRAMIDE;THERRERA;-33.5567994;-70.6347166;0.282
8;3;2142098;PIRAMIDE;THERRERA;-33.5483467;-70.6411879;1.115
8;4;700433;PIRAMIDE;THERRERA;-33.5443584;-70.640558;0.447
8;5;2108220;PIRAMIDE;THERRERA;-33.5407749;-70.6344238;0.694
9;1;892492;PIRAMIDE;THERRERA;-33.5500774;-70.6521777;0
9;2;2025998;PIRAMIDE;THERRERA;-33.5407165;-70.6552651;1.079
9;3;662715;PIRAMIDE;THERRERA;-33.5369519;-70.6539728;0.435
