grupo;orden_en_grupo;codigo_local;comuna;merchan;latitud;longitud;dist_prev_km
1;1;1327053;IQUIQUE;epalacios;-20.2111906;-70.1384119;0
1;2;507386;IQUIQUE;epalacios;-20.2114687;-70.1373905;0.111
1;3;1363872;IQUIQUE;epalacios;-20.2130963;-70.1377192;0.184
1;4;803295;IQUIQUE;epalacios;-20.2153477;-70.1386538;0.269
1;5;2219342;IQUIQUE;epalacios;-20.2156105;-70.1391301;0.058
1;6;506218;IQUIQUE;epalacios;-20.2139478;-70.1407523;0.251
1;7;741729;IQUIQUE;epalacios;-20.2152357;-70.1416564;0.171
1;8;1747498;IQUIQUE;epalacios;-20.2153135;-70.1435906;0.202
1;9;824114;IQUIQUE;epalacios;-20.2121861;-70.1431528;0.351
1;10;982454;IQUIQUE;epalacios;-20.2109635;-70.1406268;0.297
1;11;1456519;IQUIQUE;epalacios;-20.2108056;-70.1398567;0.082
1;12;1606016;IQUIQUE;epalacios;-20.2118131;-70.1355147;0.467
1;13;2253583;IQUIQUE;epalacios;-20.215262;-70.1355962;0.384
1;14;835465;IQUIQUE;epalacios;-20.215827;-70.135649;0.063
1;15;506894;IQUIQUE;epalacios;-20.2155971;-70.1348888;0.083
2;1;1678538;IQUIQUE;epalacios;-20.2123992;-70.1481388;0
2;2;2293456;IQUIQUE;epalacios;-20.2104645;-70.1501076;0.297
2;3;2232060;IQUIQUE;epalacios;-20.2080085;-70.1496822;0.277
2;4;2270669;IQUIQUE;epalacios;-20.2084453;-70.145671;0.421
2;5;2325428;IQUIQUE;epalacios;-20.2084538;-70.145575;0.01
2;6;1758160;IQUIQUE;epalacios;-20.2144105;-70.1454881;0.662
2;7;745352;IQUIQUE;epalacios;-20.2167981;-70.1448596;0.273
2;8;1786801;IQUIQUE;epalacios;-20.2172736;-70.1453372;0.073
2;9;1571734;IQUIQUE;epalacios;-20.218559;-70.145157;0.144
2;10;2280921;IQUIQUE;epalacios;-20.2174814;-70.1476087;0.282
2;11;795953;IQUIQUE;epalacios;-20.21839;-70.1481699;0.117
2;12;704485;IQUIQUE;epalacios;-20.2184918;-70.1494872;0.138
2;13;846668;IQUIQUE;epalacios;-20.2160284;-70.1512279;0.329
2;14;1876327;IQUIQUE;epalacios;-20.2147091;-70.1503446;0.173
2;15;1759077;IQUIQUE;epalacios;-20.2141678;-70.1547155;0.46
3;1;2259157;IQUIQUE;epalacios;-20.2088284;-70.1287234;0
3;2;506431;IQUIQUE;epalacios;-20.2016101;-70.1311122;0.84
3;3;995472;IQUIQUE;epalacios;-20.217232;-70.1347875;1.779
3;4;1432741;IQUIQUE;epalacios;-20.219015;-70.1372978;0.329
3;5;2141626;IQUIQUE;epalacios;-20.2190229;-70.1384214;0.117
3;6;851962;IQUIQUE;epalacios;-20.2202274;-70.1365336;0.238
3;7;1577809;IQUIQUE;epalacios;-20.2215207;-70.1333789;0.359
3;8;506289;IQUIQUE;epalacios;-20.2239919;-70.1361034;0.395
3;9;915823;IQUIQUE;epalacios;-20.2239362;-70.137336;0.129
3;10;1367295;IQUIQUE;epalacios;-20.2239159;-70.1379024;0.059
3;11;1459415;IQUIQUE;epalacios;-20.2217393;-70.1414641;0.443
3;12;506867;IQUIQUE;epalacios;-20.2219749;-70.1423464;0.096
3;13;2320714;IQUIQUE;epalacios;-20.2197049;-70.1437707;0.293
3;14;1756630;IQUIQUE;epalacios;-20.2191561;-70.1425804;0.138
3;15;2231677;IQUIQUE;epalacios;-20.2249646;-70.1322239;1.259
4;1;935552;IQUIQUE;epalacios;-20.264714;-70.122904;0
4;2;508829;IQUIQUE;epalacios;-20.2623387;-70.1247887;0.329
4;3;1644615;IQUIQUE;epalacios;-20.2623387;-70.1247887;0
4;4;1492074;IQUIQUE;epalacios;-20.2623387;-70.1247887;0
4;5;506685;IQUIQUE;epalacios;-20.2620207;-70.1246568;0.038
