grupo;orden_en_grupo;codigo_local;comuna;merchan;latitud;longitud;dist_prev_km
1;1;1509884;"LA FLORIDA";TGUTIERREZ;-33.511734;-70.599881;0
1;2;1331281;"LA FLORIDA";TGUTIERREZ;-33.5135566;-70.5993138;0.209
1;3;1736033;"LA FLORIDA";TGUTIERREZ;-33.513768;-70.599402;0.025
1;4;880056;"LA FLORIDA";TGUTIERREZ;-33.514868;-70.599452;0.122
1;5;670078;"LA FLORIDA";TGUTIERREZ;-33.514636;-70.597822;0.153
1;6;658316;"LA FLORIDA";TGUTIERREZ;-33.515269;-70.595828;0.198
1;7;2206151;"LA FLORIDA";TGUTIERREZ;-33.51672;-70.602176;0.61
1;8;1456135;"LA FLORIDA";TGUTIERREZ;-33.515529;-70.602965;0.151
1;9;740777;"LA FLORIDA";TGUTIERREZ;-33.514039;-70.602344;0.175
2;1;650561;"LA FLORIDA";TGUTIERREZ;-33.512874;-70.585554;0
2;2;920377;"LA FLORIDA";TGUTIERREZ;-33.51967;-70.587134;0.77
2;3;1908513;"LA FLORIDA";TGUTIERREZ;-33.520847;-70.59747;0.967
2;4;931158;"LA FLORIDA";TGUTIERREZ;-33.522153;-70.599623;0.247
2;5;739511;"LA FLORIDA";TGUTIERREZ;-33.522896;-70.600295;0.103
2;6;1801416;"LA FLORIDA";TGUTIERREZ;-33.522929;-70.603116;0.262
2;7;2218987;"LA FLORIDA";TGUTIERREZ;-33.51751;-70.601207;0.628
2;8;2272183;"LA FLORIDA";TGUTIERREZ;-33.517082;-70.601517;0.056
2;9;664144;"LA FLORIDA";TGUTIERREZ;-33.514061;-70.565752;3.333
3;1;852891;"LA FLORIDA";TGUTIERREZ;-33.513129;-70.533635;0
3;2;1941629;"LA FLORIDA";TGUTIERREZ;-33.515092;-70.548813;1.424
3;3;2273241;"LA FLORIDA";TGUTIERREZ;-33.517764;-70.548838;0.297
3;4;668112;"LA FLORIDA";TGUTIERREZ;-33.517957;-70.553619;0.444
3;5;1654828;"LA FLORIDA";TGUTIERREZ;-33.54184;-70.590418;4.323
3;6;668833;"LA FLORIDA";TGUTIERREZ;-33.533771;-70.59933;1.22
3;7;1449098;"LA FLORIDA";TGUTIERREZ;-33.538209;-70.606863;0.855
3;8;1351298;"LA FLORIDA";TGUTIERREZ;-33.522931;-70.604044;1.719
3;9;759316;"LA FLORIDA";TGUTIERREZ;-33.515906;-70.60671;0.819
4;1;1545196;"LA FLORIDA";TGUTIERREZ;-33.518627;-70.63653;0
4;2;670615;"LA FLORIDA";TGUTIERREZ;-33.5194;-70.6321;0.42
4;3;1923756;"LA FLORIDA";TGUTIERREZ;-33.522228;-70.633678;0.347
4;4;1457763;"LA FLORIDA";TGUTIERREZ;-33.52533;-70.633793;0.345
4;5;981723;"LA FLORIDA";TGUTIERREZ;-33.530576;-70.62995;0.683
4;6;2305032;"LA FLORIDA";TGUTIERREZ;-33.534815;-70.630624;0.475
4;7;2211468;"LA FLORIDA";TGUTIERREZ;-33.531887;-70.621515;0.905
4;8;768436;"LA FLORIDA";TGUTIERREZ;-33.522924;-70.618607;1.032
4;9;681720;"LA FLORIDA";TGUTIERREZ;-33.521974;-70.621715;0.307
5;1;2266224;"LA FLORIDA";TGUTIERREZ;-33.568701;-70.703072;0
5;2;740727;"LA FLORIDA";TGUTIERREZ;-33.569982;-70.703657;0.152
5;3;927277;"LA FLORIDA";TGUTIERREZ;-33.5702024;-70.6999577;0.344
5;4;884124;"LA FLORIDA";TGUTIERREZ;-33.570157;-70.699448;0.047
5;5;671546;"LA FLORIDA";TGUTIERREZ;-33.5667;-70.7016;0.433
5;6;872604;"LA FLORIDA";TGUTIERREZ;-33.566249;-70.701732;0.052
5;7;926795;"LA FLORIDA";TGUTIERREZ;-33.56666;-70.704976;0.304
5;8;1466151;"LA FLORIDA";TGUTIERREZ;-33.563558;-70.70272;0.403
5;9;659905;"LA FLORIDA";TGUTIERREZ;-33.5612693;-70.7072453;0.49
6;1;1476053;"LA FLORIDA";TGUTIERREZ;-33.528629;-70.611258;0
6;2;650133;"LA FLORIDA";TGUTIERREZ;-33.5313;-70.6105;0.305
6;3;1512816;"LA FLORIDA";TGUTIERREZ;-33.534013;-70.612647;0.361
6;4;2040283;"LA FLORIDA";TGUTIERREZ;-33.53319;-70.616773;0.393
6;5;1919242;"LA FLORIDA";TGUTIERREZ;-33.53321;-70.616986;0.02
6;6;1418333;"LA FLORIDA";TGUTIERREZ;-33.533256;-70.616985;0.005
6;7;1630996;"LA FLORIDA";TGUTIERREZ;-33.538904;-70.612554;0.75
6;8;1345504;"LA FLORIDA";TGUTIERREZ;-33.539924;-70.609849;0.275
6;9;859502;"LA FLORIDA";TGUTIERREZ;-33.543487;-70.615249;0.638
7;1;895868;"LA FLORIDA";TGUTIERREZ;-33.535411;-70.26499;0
7;2;685981;"LA FLORIDA";TGUTIERREZ;-33.604588;-70.357264;11.5
7;3;711773;"LA FLORIDA";TGUTIERREZ;-33.590602;-70.382462;2.805
7;4;2320541;"LA FLORIDA";TGUTIERREZ;-33.5826774;-70.3992203;1.785
7;5;1921226;"LA FLORIDA";TGUTIERREZ;-33.6382666;-70.3537548;7.479
7;6;1319437;"LA FLORIDA";TGUTIERREZ;-33.637888;-70.352012;0.167
7;7;1568714;"LA FLORIDA";TGUTIERREZ;-33.63752;-70.352181;0.044
7;8;778307;"LA FLORIDA";TGUTIERREZ;-33.6400239;-70.3523127;0.279
7;9;2284679;"LA FLORIDA";TGUTIERREZ;-33.6400239;-70.3523127;0
8;1;2292177;"LA FLORIDA";TGUTIERREZ;-33.536036;-70.629972;0
8;2;2297301;"LA FLORIDA";TGUTIERREZ;-33.537723;-70.628856;0.214
8;3;1306866;"LA FLORIDA";TGUTIERREZ;-33.539814;-70.631152;0.315
8;4;679462;"LA FLORIDA";TGUTIERREZ;-33.5407;-70.634;0.282
8;5;772517;"LA FLORIDA";TGUTIERREZ;-33.541273;-70.62733;0.621
8;6;1379336;"LA FLORIDA";TGUTIERREZ;-33.552218;-70.626684;1.219
8;7;918247;"LA FLORIDA";TGUTIERREZ;-33.552969;-70.624729;0.199
8;8;740111;"LA FLORIDA";TGUTIERREZ;-33.553199;-70.6173;0.689
8;9;662541;"LA FLORIDA";TGUTIERREZ;-33.557874;-70.645913;2.702
9;1;1904821;"LA FLORIDA";TGUTIERREZ;-33.540093;-70.705138;0
9;2;1852271;"LA FLORIDA";TGUTIERREZ;-33.550612;-70.6918;1.702
9;3;2131790;PIRAMIDE;TGUTIERREZ;-33.5500819;-70.6857129;0.567
9;4;889581;PIRAMIDE;TGUTIERREZ;-33.5447578;-70.6831013;0.64
9;5;2235636;PIRAMIDE;TGUTIERREZ;-33.5452005;-70.6780837;0.468
9;6;667093;PIRAMIDE;TGUTIERREZ;-33.5438936;-70.6758513;0.253
9;7;2388280;PIRAMIDE;TGUTIERREZ;-33.5511596;-70.6727249;0.858
9;8;1349199;"LA FLORIDA";TGUTIERREZ;-33.559221;-70.708563;3.44
9;9;663642;"LA FLORIDA";TGUTIERREZ;-33.559187;-70.709871;0.121
10;1;669360;"LA FLORIDA";TGUTIERREZ;-33.563629;-70.622554;0
10;2;664030;"LA FLORIDA";TGUTIERREZ;-33.562309;-70.613888;0.816
10;3;655884;"LA FLORIDA";TGUTIERREZ;-33.560424;-70.614552;0.218
10;4;1385796;"LA FLORIDA";TGUTIERREZ;-33.5651;-70.610137;0.662
10;5;1495601;"LA FLORIDA";TGUTIERREZ;-33.563697;-70.639916;2.764
10;6;669497;"LA FLORIDA";TGUTIERREZ;-33.578624;-70.648848;1.855
10;7;1466654;"LA FLORIDA";TGUTIERREZ;-33.582452;-70.648383;0.428
10;8;664380;"LA FLORIDA";TGUTIERREZ;-33.582;-70.6397;0.806
10;9;1699107;"LA FLORIDA";TGUTIERREZ;-33.593505;-70.625227;1.853
11;1;792712;"LA FLORIDA";TGUTIERREZ;-33.575912;-70.451154;0
11;2;1666084;"LA FLORIDA";TGUTIERREZ;-33.639832;-70.353607;11.495
11;3;679195;"LA FLORIDA";TGUTIERREZ;-33.6411182;-70.3521542;0.196
11;4;1966628;"LA FLORIDA";TGUTIERREZ;-33.6445083;-70.3529827;0.385
11;5;794385;"LA FLORIDA";TGUTIERREZ;-33.668015;-70.531097;16.691
11;6;2312221;"LA FLORIDA";TGUTIERREZ;-33.619253;-70.593245;7.905
11;7;668078;"LA FLORIDA";TGUTIERREZ;-33.610505;-70.590284;1.011
11;8;844374;"LA FLORIDA";TGUTIERREZ;-33.607711;-70.585341;0.553
11;9;675883;"LA FLORIDA";TGUTIERREZ;-33.58019;-70.589996;3.09
12;1;2338687;"LA FLORIDA";TGUTIERREZ;-33.576541;-70.710008;0
12;2;2000824;"LA FLORIDA";TGUTIERREZ;-33.576831;-70.705074;0.458
12;3;2299482;"LA FLORIDA";TGUTIERREZ;-33.582659;-70.705146;0.648
12;4;1366653;"LA FLORIDA";TGUTIERREZ;-33.582578;-70.707002;0.172
12;5;850728;"LA FLORIDA";TGUTIERREZ;-33.585674;-70.707124;0.344
12;6;1436194;"LA FLORIDA";TGUTIERREZ;-33.58388;-70.711762;0.474
12;7;2281202;"LA FLORIDA";TGUTIERREZ;-33.588888;-70.71184;0.557
12;8;2119657;"LA FLORIDA";TGUTIERREZ;-33.590623;-70.709187;0.312
12;9;2144769;"LA FLORIDA";TGUTIERREZ;-33.59191;-70.708569;0.154
13;1;863285;"LA FLORIDA";TGUTIERREZ;-33.577926;-70.656735;0
13;2;1538443;"LA FLORIDA";TGUTIERREZ;-33.580755;-70.65711;0.316
13;3;695106;"LA FLORIDA";TGUTIERREZ;-33.583822;-70.652292;0.562
13;4;854424;"LA FLORIDA";TGUTIERREZ;-33.586268;-70.652849;0.277
13;5;850427;"LA FLORIDA";TGUTIERREZ;-33.584277;-70.648896;0.428
13;6;743164;"LA FLORIDA";TGUTIERREZ;-33.58472;-70.66285;1.294
13;7;1476795;PIRAMIDE;TGUTIERREZ;-33.5818438;-70.663846;0.333
13;8;663838;PIRAMIDE;TGUTIERREZ;-33.5752772;-70.667825;0.818
13;9;664904;PIRAMIDE;TGUTIERREZ;-33.5696326;-70.6610575;0.887
14;1;1878461;"LA FLORIDA";TGUTIERREZ;-33.593845;-70.709195;0
14;2;780128;"LA FLORIDA";TGUTIERREZ;-33.594319;-70.706335;0.27
14;3;2335611;"LA FLORIDA";TGUTIERREZ;-33.594441;-70.705595;0.07
14;4;669626;"LA FLORIDA";TGUTIERREZ;-33.597315;-70.705727;0.32
14;5;2234361;"LA FLORIDA";TGUTIERREZ;-33.596513;-70.699528;0.581
14;6;2294048;"LA FLORIDA";TGUTIERREZ;-33.595364;-70.711874;1.151
14;7;678237;"LA FLORIDA";TGUTIERREZ;-33.600569;-70.711522;0.58
14;8;1666933;"LA FLORIDA";TGUTIERREZ;-33.610047;-70.701868;1.382
14;9;1624584;"LA FLORIDA";TGUTIERREZ;-33.606169;-70.694673;0.794
15;1;2253703;"LA FLORIDA";TGUTIERREZ;-33.593601;-70.625162;0
15;2;1903107;"LA FLORIDA";TGUTIERREZ;-33.594992;-70.619106;0.582
15;3;662348;"LA FLORIDA";TGUTIERREZ;-33.607;-70.5993;2.269
