grupo;orden_en_grupo;codigo_local;comuna;merchan;latitud;longitud;dist_prev_km
1;1;1356722;CAUQUENES;sfuenzalida;-35.9511588;-72.3403718;0
1;2;548368;CAUQUENES;sfuenzalida;-35.9498043;-72.339461;0.171
1;3;1704385;CAUQUENES;sfuenzalida;-35.9540345;-72.3364489;0.543
1;4;693431;CAUQUENES;sfuenzalida;-35.9553827;-72.3416112;0.488
1;5;787818;CAUQUENES;sfuenzalida;-35.955073;-72.3418627;0.041
1;6;833663;CAUQUENES;sfuenzalida;-35.9533008;-72.345195;0.359
1;7;751499;CAUQUENES;sfuenzalida;-35.9543014;-72.34578;0.123
1;8;546463;CAUQUENES;sfuenzalida;-35.9510901;-72.3471521;0.378
1;9;2055658;CAUQUENES;sfuenzalida;-35.9480161;-72.3469709;0.342
2;1;1717048;CAUQUENES;sfuenzalida;-35.9604043;-72.3348707;0
2;2;727685;CAUQUENES;sfuenzalida;-35.9595521;-72.3362827;0.159
2;3;992616;CAUQUENES;sfuenzalida;-35.9596401;-72.3364643;0.019
2;4;549172;CAUQUENES;sfuenzalida;-35.9585354;-72.3352523;0.164
2;5;548433;CAUQUENES;sfuenzalida;-35.9588258;-72.3335137;0.16
2;6;547938;CAUQUENES;sfuenzalida;-35.9572021;-72.3376382;0.413
2;7;2059048;CAUQUENES;sfuenzalida;-35.9617077;-72.3365747;0.51
2;8;547287;CAUQUENES;sfuenzalida;-35.962132;-72.3358089;0.084
2;9;548859;CAUQUENES;sfuenzalida;-35.9632838;-72.3341198;0.199
3;1;2127073;CAUQUENES;sfuenzalida;-35.9527073;-72.3486395;0
3;2;547820;PINTO;sfuenzalida;-35.9525346;-72.3497129;0.099
3;3;548038;CAUQUENES;sfuenzalida;-35.9521077;-72.3502901;0.07
3;4;547466;CAUQUENES;sfuenzalida;-35.9517947;-72.3487911;0.139
3;5;920933;CAUQUENES;sfuenzalida;-35.9536228;-72.350793;0.272
3;6;2212294;CAUQUENES;sfuenzalida;-35.9555542;-72.3346474;1.469
3;7;547911;CAUQUENES;sfuenzalida;-35.9549189;-72.333501;0.125
3;8;2295694;CAUQUENES;sfuenzalida;-35.9531203;-72.3326232;0.215
3;9;2098546;CAUQUENES;sfuenzalida;-35.9591376;-72.3297024;0.719
4;1;548812;COIHUECO;sfuenzalida;-36.6283325;-71.8325898;0
4;2;1934713;COIHUECO;sfuenzalida;-36.6283325;-71.8325898;0
4;3;1418132;COIHUECO;sfuenzalida;-36.6270623;-71.8304342;0.239
4;4;1920836;COIHUECO;sfuenzalida;-36.6232239;-71.8284575;0.462
4;5;548377;COIHUECO;sfuenzalida;-36.6224491;-71.831139;0.254
4;6;548311;COIHUECO;sfuenzalida;-36.6280761;-71.8356684;0.745
4;7;1636968;COIHUECO;sfuenzalida;-36.6078974;-71.7792724;5.511
4;8;722929;COIHUECO;sfuenzalida;-36.6079831;-71.9350675;13.906
4;9;548330;PINTO;sfuenzalida;-36.7;-71.8940937;10.865
5;1;981185;"SAN CARLOS";sfuenzalida;-36.4181549;-71.974796;0
5;2;904515;"SAN CARLOS";sfuenzalida;-36.4173081;-71.9744454;0.099
5;3;753200;"SAN CARLOS";sfuenzalida;-36.4172032;-71.9718324;0.234
5;4;1441628;"SAN CARLOS";sfuenzalida;-36.4174562;-71.9710207;0.078
5;5;1395680;"SAN CARLOS";sfuenzalida;-36.4188399;-71.9718324;0.17
5;6;2312078;"SAN CARLOS";sfuenzalida;-36.4186089;-71.9686551;0.285
5;7;1655038;"SAN CARLOS";sfuenzalida;-36.4183428;-71.9665927;0.187
5;8;548243;"SAN CARLOS";sfuenzalida;-36.4183608;-71.9662608;0.03
5;9;547751;"SAN CARLOS";sfuenzalida;-36.4259693;-71.9689423;0.879
6;1;713899;"SAN CARLOS";sfuenzalida;-36.3582831;-71.9286739;0
6;2;683201;"SAN CARLOS";sfuenzalida;-36.3582831;-71.9286739;0
6;3;882711;"SAN CARLOS";sfuenzalida;-36.3571738;-71.9313517;0.27
6;4;2262669;"SAN CARLOS";sfuenzalida;-36.4119023;-71.9504497;6.321
6;5;1991657;"SAN CARLOS";sfuenzalida;-36.4163213;-71.9472763;0.568
6;6;1840743;"SAN CARLOS";sfuenzalida;-36.4177949;-71.9498243;0.281
6;7;549589;"SAN CARLOS";sfuenzalida;-36.4180729;-71.9518479;0.184
6;8;1510248;"SAN CARLOS";sfuenzalida;-36.416511;-71.954502;0.294
6;9;546050;"SAN CARLOS";sfuenzalida;-36.4169632;-71.9548946;0.061
7;1;547685;"SAN CARLOS";sfuenzalida;-36.4259693;-71.9689423;0
7;2;2426048;"SAN CARLOS";sfuenzalida;-36.4259693;-71.9689423;0
7;3;2289909;"SAN CARLOS";sfuenzalida;-36.4259693;-71.9689423;0
7;4;2083165;"SAN CARLOS";sfuenzalida;-36.4259693;-71.9689423;0
7;5;2064519;"SAN CARLOS";sfuenzalida;-36.4259693;-71.9689423;0
7;6;2102978;"SAN CARLOS";sfuenzalida;-36.4264154;-71.9610892;0.704
7;7;2187345;"SAN CARLOS";sfuenzalida;-36.4246948;-71.9606145;0.196
7;8;547839;"SAN CARLOS";sfuenzalida;-36.4195669;-71.9627115;0.6
7;9;547769;"SAN CARLOS";sfuenzalida;-36.4183721;-71.9619932;0.148
8;1;722924;"SAN CARLOS";sfuenzalida;-36.416508;-71.9577621;0
8;2;548899;"SAN CARLOS";sfuenzalida;-36.4185243;-71.9600704;0.305
8;3;1646108;"SAN CARLOS";sfuenzalida;-36.4176019;-71.9610535;0.135
8;4;685543;"SAN CARLOS";sfuenzalida;-36.4191737;-71.9556097;0.518
8;5;2212748;"SAN CARLOS";sfuenzalida;-36.4206231;-71.9556132;0.161
8;6;2260850;"SAN CARLOS";sfuenzalida;-36.4187266;-71.9533492;0.292
8;7;547988;"SAN CARLOS";sfuenzalida;-36.4182282;-71.9515959;0.166
8;8;546909;"SAN CARLOS";sfuenzalida;-36.4224979;-71.9501139;0.493
8;9;2271978;"SAN CARLOS";sfuenzalida;-36.4226359;-71.9499696;0.02
9;1;2258050;"SAN CARLOS";sfuenzalida;-36.43133;-71.939393;0
9;2;1953219;"SAN CARLOS";sfuenzalida;-36.4295798;-71.942341;0.328
9;3;2109922;"SAN CARLOS";sfuenzalida;-36.4251876;-71.9526049;1.04
9;4;2036998;"SAN CARLOS";sfuenzalida;-36.4361116;-71.8589136;8.47
9;5;1604137;COIHUECO;sfuenzalida;-36.4704006;-71.7594605;9.678
9;6;1568525;COIHUECO;sfuenzalida;-36.540612;-71.8098847;9.015
9;7;1705347;COIHUECO;sfuenzalida;-36.571272;-72.0163703;18.756
9;8;547129;NIQUEN;sfuenzalida;-36.363082;-71.7830402;31.165
9;9;547487;NIQUEN;sfuenzalida;-36.365951;-71.765978;1.561
10;1;1311103;PARRAL;sfuenzalida;-36.1492158;-71.8317533;0
10;2;2240051;PARRAL;sfuenzalida;-36.1498869;-71.8321743;0.084
10;3;1364483;PARRAL;sfuenzalida;-36.1543731;-71.8328236;0.502
10;4;1430268;PARRAL;sfuenzalida;-36.1513686;-71.8208438;1.126
10;5;2080375;PARRAL;sfuenzalida;-36.1492826;-71.8219679;0.253
10;6;547173;PARRAL;sfuenzalida;-36.1410165;-71.8199297;0.937
10;7;889868;PARRAL;sfuenzalida;-36.1406993;-71.83545;1.394
10;8;1363840;PARRAL;sfuenzalida;-36.1397829;-71.8373842;0.201
10;9;1758053;PARRAL;sfuenzalida;-36.1345416;-71.8377205;0.584
11;1;1934697;PARRAL;sfuenzalida;-36.1301871;-71.8111258;0
11;2;897856;PARRAL;sfuenzalida;-36.1298794;-71.8138568;0.248
11;3;804046;PARRAL;sfuenzalida;-36.1433432;-71.8130415;1.499
11;4;547230;PARRAL;sfuenzalida;-36.1343324;-71.8370089;2.374
