grupo;orden_en_grupo;codigo_local;comuna;merchan;latitud;longitud;dist_prev_km
1;1;1323056;"PUERTO MONTT";vortega;-41.3828945;-72.8985844;0
1;2;2341377;"PUERTO MONTT";vortega;-41.3836833;-72.8980385;0.099
1;3;583275;"PUERTO MONTT";vortega;-41.3845392;-72.9002419;0.207
1;4;583386;"PUERTO MONTT";vortega;-41.3820858;-72.9000413;0.273
1;5;715232;"PUERTO MONTT";vortega;-41.390487;-72.89935;0.936
1;6;581793;"PUERTO MONTT";vortega;-41.3909376;-72.9002259;0.089
1;7;1495393;"PUERTO MONTT";vortega;-41.3925187;-72.8987492;0.215
1;8;895877;"PUERTO MONTT";vortega;-41.3959821;-72.9000596;0.4
1;9;2014210;"PUERTO MONTT";vortega;-41.3959773;-72.9003491;0.024
1;10;1324720;"PUERTO MONTT";vortega;-41.3978808;-72.9041788;0.383
1;11;1538961;"PUERTO MONTT";vortega;-41.4002565;-72.9045619;0.266
1;12;863611;"PUERTO MONTT";vortega;-41.3975978;-72.9083988;0.436
1;13;2233691;"PUERTO MONTT";vortega;-41.3921257;-72.9035223;0.732
1;14;775156;"PUERTO MONTT";vortega;-41.387551;-72.911687;0.85
1;15;775152;"PUERTO MONTT";vortega;-41.3860568;-72.910043;0.215
1;16;1338865;"PUERTO MONTT";vortega;-41.3810108;-72.9131928;0.62
1;17;1498869;"PUERTO MONTT";vortega;-41.3798441;-72.9147068;0.181
1;18;1681747;"PUERTO MONTT";vortega;-41.3958071;-72.91796;1.796
2;1;1697182;"PUERTO MONTT";vortega;-41.4032962;-72.914537;0
2;2;838880;"PUERTO MONTT";vortega;-41.4033066;-72.9166251;0.174
2;3;2246382;"PUERTO MONTT";vortega;-41.405606;-72.916492;0.256
2;4;582446;"PUERTO MONTT";vortega;-41.4012891;-72.9121444;0.602
2;5;745123;"PUERTO MONTT";vortega;-41.4002161;-72.9112848;0.139
2;6;761141;"PUERTO MONTT";vortega;-41.4002161;-72.9112848;0
2;7;580661;"PUERTO MONTT";vortega;-41.3970015;-72.9195281;0.775
2;8;2262348;"PUERTO MONTT";vortega;-41.3958118;-72.9186825;0.15
2;9;1431727;"PUERTO MONTT";vortega;-41.4074375;-72.9048175;1.734
2;10;1389476;"PUERTO MONTT";vortega;-41.4095411;-72.9050953;0.235
2;11;1339132;"PUERTO MONTT";vortega;-41.411194;-72.905728;0.191
2;12;1600122;"PUERTO MONTT";vortega;-41.420926;-72.909629;1.13
2;13;2276272;"PUERTO MONTT";vortega;-41.42155;-72.91062;0.108
2;14;1431048;"PUERTO MONTT";vortega;-41.4242839;-72.9089705;0.334
2;15;1753622;"PUERTO MONTT";vortega;-41.4229721;-72.9063659;0.262
2;16;1762122;"PUERTO MONTT";vortega;-41.4312215;-72.9111064;0.999
2;17;799251;"PUERTO MONTT";vortega;-41.4460586;-72.9316587;2.378
2;18;1602794;"PUERTO MONTT";vortega;-41.4442662;-72.936437;0.445
3;1;998263;"PUERTO MONTT";vortega;-41.466057;-72.9922017;0
3;2;2200537;"PUERTO MONTT";vortega;-41.4651171;-72.9912461;0.131
3;3;981586;"PUERTO MONTT";vortega;-41.4658944;-72.9885913;0.237
3;4;1636537;"PUERTO MONTT";vortega;-41.4655047;-72.9866313;0.169
3;5;2034701;"PUERTO MONTT";vortega;-41.4639727;-72.9822138;0.406
3;6;1963440;"PUERTO MONTT";vortega;-41.4639727;-72.9822138;0
3;7;1944046;"PUERTO MONTT";vortega;-41.4729715;-72.9864583;1.061
3;8;694235;"PUERTO MONTT";vortega;-41.469089;-72.9935214;0.73
3;9;834034;"PUERTO MONTT";vortega;-41.4682437;-72.9951651;0.166
3;10;687382;"PUERTO MONTT";vortega;-41.4700365;-72.9966527;0.235
3;11;829675;"PUERTO MONTT";vortega;-41.4713101;-72.998913;0.236
3;12;1491257;"PUERTO MONTT";vortega;-41.47117;-72.99968;0.066
3;13;2325834;"PUERTO MONTT";vortega;-41.4702291;-73.0000563;0.109
3;14;1355488;"PUERTO MONTT";vortega;-41.4674142;-72.9987746;0.331
3;15;1368924;"PUERTO MONTT";vortega;-41.465933;-72.997358;0.203
3;16;591715;"PUERTO MONTT";vortega;-41.465647;-72.997145;0.036
3;17;802598;"PUERTO MONTT";vortega;-41.4642077;-72.9959521;0.188
3;18;615848;"PUERTO MONTT";vortega;-41.46244;-72.995781;0.197
4;1;581264;"PUERTO MONTT";vortega;-41.4648223;-72.9808524;0
4;2;582792;"PUERTO MONTT";vortega;-41.470445;-72.9808052;0.625
4;3;2096501;"PUERTO MONTT";vortega;-41.4722692;-72.9783892;0.286
4;4;1748547;"PUERTO MONTT";vortega;-41.4735582;-72.9732351;0.453
4;5;582037;"PUERTO MONTT";vortega;-41.4722348;-72.9684963;0.421
4;6;728167;"PUERTO MONTT";vortega;-41.4687866;-72.970912;0.433
4;7;990627;"PUERTO MONTT";vortega;-41.467939;-72.9724427;0.159
4;8;1969128;"PUERTO MONTT";vortega;-41.4683113;-72.9686654;0.317
4;9;581566;"PUERTO MONTT";vortega;-41.4643174;-72.9668013;0.47
4;10;686287;"PUERTO MONTT";vortega;-41.4640349;-72.9675231;0.068
4;11;2151713;"PUERTO MONTT";vortega;-41.4639996;-72.9658492;0.14
4;12;2283814;"PUERTO MONTT";vortega;-41.459886;-72.9690832;0.531
4;13;1350032;"PUERTO MONTT";vortega;-41.4597588;-72.9851928;1.343
4;14;895974;"PUERTO MONTT";vortega;-41.457384;-72.9885019;0.382
4;15;787022;"PUERTO MONTT";vortega;-41.4569035;-72.9912903;0.238
4;16;2306340;"PUERTO MONTT";vortega;-41.475013;-72.987235;2.042
