grupo;orden_en_grupo;codigo_local;comuna;merchan;latitud;longitud;dist_prev_km
1;1;1323841;PIRAMIDE;THERRERA;-33.4820375;-70.6114796;0
1;2;650404;PIRAMIDE;THERRERA;-33.4929069;-70.6016723;1.513
1;3;1926156;PIRAMIDE;THERRERA;-33.5000824;-70.5959565;0.958
1;4;662873;PIRAMIDE;THERRERA;-33.5027595;-70.5959409;0.298
1;5;689973;PIRAMIDE;THERRERA;-33.4910825;-70.5870764;1.537
1;6;2153552;PIRAMIDE;THERRERA;-33.4851194;-70.5867207;0.664
1;7;1651044;PIRAMIDE;THERRERA;-33.4839485;-70.5850254;0.204
1;8;1829628;PIRAMIDE;THERRERA;-33.4848295;-70.5896911;0.444
1;9;1334114;PIRAMIDE;THERRERA;-33.4684149;-70.5984277;1.997
1;10;2292193;PIRAMIDE;THERRERA;-33.498387;-70.622906;4.032
1;11;1439255;PIRAMIDE;THERRERA;-33.50088;-70.622512;0.28
1;12;714475;PIRAMIDE;THERRERA;-33.501022;-70.620988;0.142
1;13;1790286;PIRAMIDE;THERRERA;-33.504134;-70.621687;0.352
1;14;2265117;PIRAMIDE;THERRERA;-33.505013;-70.62375;0.215
1;15;1465841;PIRAMIDE;THERRERA;-33.482529;-70.643108;3.078
2;1;1325608;PIRAMIDE;THERRERA;-33.4892;-70.6488;0
2;2;2012701;PIRAMIDE;THERRERA;-33.490489;-70.648207;0.154
2;3;2343060;PIRAMIDE;THERRERA;-33.4918418;-70.6487182;0.158
2;4;2043233;PIRAMIDE;THERRERA;-33.492679;-70.649999;0.151
2;5;665816;PIRAMIDE;THERRERA;-33.4923208;-70.6517693;0.169
2;6;2408399;PIRAMIDE;THERRERA;-33.492013;-70.6537912;0.191
2;7;2107740;PIRAMIDE;THERRERA;-33.491684;-70.653951;0.039
2;8;809821;PIRAMIDE;THERRERA;-33.487607;-70.656177;0.498
2;9;1650745;PIRAMIDE;THERRERA;-33.489615;-70.646687;0.908
2;10;2393320;PIRAMIDE;THERRERA;-33.489807;-70.6464605;0.03
2;11;1759761;PIRAMIDE;THERRERA;-33.488694;-70.645911;0.134
2;12;2251275;PIRAMIDE;THERRERA;-33.487351;-70.643988;0.233
2;13;2271425;PIRAMIDE;THERRERA;-33.494251;-70.6484;0.87
2;14;653379;PIRAMIDE;THERRERA;-33.495068;-70.6474829;0.124
2;15;2383109;PIRAMIDE;THERRERA;-33.4949531;-70.6471379;0.034
3;1;2128924;PIRAMIDE;THERRERA;-33.5739181;-70.6670441;0
3;2;1325282;PIRAMIDE;THERRERA;-33.5706632;-70.6677564;0.368
3;3;702137;PIRAMIDE;THERRERA;-33.569761;-70.6687089;0.134
3;4;1954573;PIRAMIDE;THERRERA;-33.571459;-70.6728886;0.431
3;5;2294475;PIRAMIDE;THERRERA;-33.5694617;-70.6754188;0.323
3;6;2196671;PIRAMIDE;THERRERA;-33.5654832;-70.6774097;0.479
3;7;2283078;PIRAMIDE;THERRERA;-33.5596402;-70.6740105;0.722
3;8;1545160;PIRAMIDE;THERRERA;-33.5600552;-70.6707578;0.305
3;9;2325868;PIRAMIDE;THERRERA;-33.5592773;-70.6699941;0.112
3;10;1866720;PIRAMIDE;THERRERA;-33.5587188;-70.6653585;0.434
3;11;1686989;PIRAMIDE;THERRERA;-33.5618127;-70.6596145;0.634
3;12;667596;PIRAMIDE;THERRERA;-33.5648666;-70.6599114;0.341
3;13;644385;PIRAMIDE;THERRERA;-33.5675859;-70.6647037;0.537
