grupo;orden_en_grupo;codigo_local;comuna;merchan;latitud;longitud;dist_prev_km
1;1;1330372;CURICO;frojas;-34.958091;-71.2237057;0
1;2;2358480;CURICO;frojas;-34.9583839;-71.2233344;0.047
1;3;2011637;CURICO;frojas;-34.9592786;-71.218436;0.457
1;4;848323;CURICO;frojas;-34.9600597;-71.2125689;0.542
1;5;1829877;CURICO;frojas;-34.965443;-71.2183589;0.798
1;6;1345088;CURICO;frojas;-34.9679983;-71.2200014;0.321
1;7;561808;CURICO;frojas;-34.9680212;-71.2303624;0.944
1;8;562557;CURICO;frojas;-34.9668959;-71.2331957;0.287
1;9;1956571;CURICO;frojas;-34.9618755;-71.231342;0.583
2;1;2026493;CURICO;frojas;-34.9661159;-71.2387087;0
2;2;562707;CURICO;frojas;-34.9681285;-71.2341028;0.476
2;3;562779;CURICO;frojas;-34.9713514;-71.2364127;0.416
2;4;706715;CURICO;frojas;-34.9725662;-71.2350452;0.184
2;5;1657978;CURICO;frojas;-34.9709931;-71.2474467;1.143
2;6;565565;CURICO;frojas;-34.9716951;-71.2478416;0.086
2;7;561408;CURICO;frojas;-34.9696628;-71.248512;0.234
2;8;1320194;CURICO;frojas;-34.9650005;-71.2487534;0.519
2;9;1732431;CURICO;frojas;-34.9651411;-71.2453614;0.309
3;1;2266070;CURICO;frojas;-34.9615055;-71.2038945;0
3;2;2393505;CURICO;frojas;-34.9620859;-71.202417;0.149
3;3;796338;CURICO;frojas;-34.9665299;-71.2007933;0.516
3;4;2311088;CURICO;frojas;-34.9654232;-71.1946812;0.57
3;5;2353689;CURICO;frojas;-34.9704396;-71.2083376;1.364
3;6;816520;CURICO;frojas;-34.9732656;-71.2106575;0.379
3;7;848091;CURICO;frojas;-34.9737033;-71.2116365;0.102
3;8;564291;CURICO;frojas;-34.9706011;-71.2130841;0.369
3;9;2283414;CURICO;frojas;-34.9692638;-71.2181616;0.486
4;1;2296445;CURICO;frojas;-34.9446544;-71.2001973;0
4;2;2307363;CURICO;frojas;-34.9425;-71.2075;0.707
4;3;844914;CURICO;frojas;-34.938151;-71.1999299;0.843
4;4;560733;CURICO;frojas;-34.9384557;-71.1950632;0.445
4;5;563190;CURICO;frojas;-34.9749349;-71.2124873;4.356
4;6;560403;CURICO;frojas;-34.9790967;-71.2145052;0.498
4;7;2276430;CURICO;frojas;-34.9839831;-71.215934;0.559
4;8;561389;CURICO;frojas;-34.9723548;-71.2224779;1.424
4;9;562143;CURICO;frojas;-34.9737865;-71.2312799;0.818
5;1;561988;MAULE;frojas;-35.5185649;-71.688976;0
5;2;2274531;MAULE;frojas;-35.5185649;-71.688976;0
5;3;2265164;MAULE;frojas;-35.5185649;-71.688976;0
5;4;1718301;MAULE;frojas;-35.5185649;-71.688976;0
5;5;1916932;PENCAHUE;frojas;-35.3936395;-71.8048143;17.408
5;6;1387527;"YERBAS BUENAS";frojas;-35.7496041;-71.5899436;44.095
5;7;1657108;"YERBAS BUENAS";frojas;-35.7508506;-71.5889226;0.166
5;8;564296;"YERBAS BUENAS";frojas;-35.7483322;-71.586644;0.347
5;9;1626760;COLBUN;frojas;-35.7607082;-71.4186564;15.221
6;1;1374920;RAUCO;frojas;-34.9895168;-71.2487586;0
6;2;1927737;CURICO;frojas;-34.9896354;-71.2535722;0.439
6;3;1449262;CURICO;frojas;-34.9853538;-71.2545717;0.485
6;4;1549717;CURICO;frojas;-34.9832626;-71.2534631;0.254
6;5;1758065;CURICO;frojas;-34.9836548;-71.2493996;0.373
6;6;1538930;CURICO;frojas;-34.982;-71.2478759;0.23
6;7;561187;CURICO;frojas;-34.9840942;-71.2455174;0.317
6;8;757961;CURICO;frojas;-34.984478;-71.245473;0.043
6;9;592189;CURICO;frojas;-34.9841106;-71.2444056;0.105
7;1;1475501;CURICO;frojas;-34.9807874;-71.2525712;0
7;2;798645;CURICO;frojas;-34.9779853;-71.2528803;0.313
7;3;883420;RAUCO;frojas;-34.975327;-71.2521896;0.302
7;4;1915938;CURICO;frojas;-34.9748998;-71.2552044;0.279
7;5;2295700;CURICO;frojas;-34.9774283;-71.2572941;0.34
7;6;1622102;CURICO;frojas;-34.9800339;-71.2579185;0.295
7;7;564483;CURICO;frojas;-34.9808663;-71.260057;0.216
7;8;729932;CURICO;frojas;-34.9818796;-71.2605308;0.121
7;9;560718;CURICO;frojas;-34.977574;-71.2483728;1.207
8;1;2160582;CURICO;frojas;-34.9720612;-71.2605703;0
8;2;715990;CURICO;frojas;-34.975612;-71.2629144;0.449
8;3;2209302;CURICO;frojas;-34.9796577;-71.2651595;0.494
8;4;2269236;CURICO;frojas;-34.9715458;-71.2730439;1.153
8;5;564427;CURICO;frojas;-34.974003;-71.2540458;1.752
8;6;1461332;CURICO;frojas;-34.9764895;-71.2442999;0.93
8;7;592199;CURICO;frojas;-34.9780701;-71.2436269;0.186
