codigo;usuario;material;valor_propuesto;fechapropuesta
2212294;sfuenzalida;-;1;29-09-2025
547911;sfuenzalida;-;1;29-09-2025
2295694;sfuenzalida;-;1;29-09-2025
547938;sfuenzalida;-;1;29-09-2025
693431;sfuenzalida;-;1;29-09-2025
787818;sfuenzalida;-;1;29-09-2025
833663;sfuenzalida;-;1;29-09-2025
751499;sfuenzalida;-;1;29-09-2025
2127073;sfuenzalida;-;1;29-09-2025
547466;sfuenzalida;-;1;29-09-2025
546463;sfuenzalida;-;1;29-09-2025
2055658;sfuenzalida;-;1;29-09-2025
1717048;sfuenzalida;-;1;30-09-2025
727685;sfuenzalida;-;1;30-09-2025
992616;sfuenzalida;-;1;30-09-2025
549172;sfuenzalida;-;1;30-09-2025
548433;sfuenzalida;-;1;30-09-2025
2098546;sfuenzalida;-;1;30-09-2025
1991540;sfuenzalida;-;1;30-09-2025
1683342;sfuenzalida;-;1;30-09-2025
548859;sfuenzalida;-;1;30-09-2025
547287;sfuenzalida;-;1;30-09-2025
2059048;sfuenzalida;-;1;30-09-2025
1680380;sfuenzalida;-;1;30-09-2025
884204;sfuenzalida;-;1;30-09-2025
549632;sfuenzalida;-;1;30-09-2025
547820;sfuenzalida;-;1;30-09-2025
548038;sfuenzalida;-;1;01-10-2025
920933;sfuenzalida;-;1;01-10-2025
549382;sfuenzalida;-;1;01-10-2025
1870810;sfuenzalida;-;1;01-10-2025
548065;sfuenzalida;-;1;01-10-2025
547155;sfuenzalida;-;1;01-10-2025
919471;sfuenzalida;-;1;01-10-2025
549092;sfuenzalida;-;1;01-10-2025
548546;sfuenzalida;-;1;01-10-2025
2237852;sfuenzalida;-;1;01-10-2025
549087;sfuenzalida;-;1;01-10-2025
546028;sfuenzalida;-;1;01-10-2025
1357140;sfuenzalida;-;1;01-10-2025
548143;sfuenzalida;-;1;01-10-2025
2295341;sfuenzalida;-;1;01-10-2025
994738;sfuenzalida;-;1;02-10-2025
915680;sfuenzalida;-;1;02-10-2025
809414;sfuenzalida;-;1;02-10-2025
1379616;sfuenzalida;-;1;02-10-2025
2307844;sfuenzalida;-;1;02-10-2025
2302219;sfuenzalida;-;1;02-10-2025
547589;sfuenzalida;-;1;02-10-2025
2118400;sfuenzalida;-;1;02-10-2025
2113985;sfuenzalida;-;1;02-10-2025
547764;sfuenzalida;-;1;02-10-2025
2109736;sfuenzalida;-;1;02-10-2025
873389;sfuenzalida;-;1;02-10-2025
546444;sfuenzalida;-;1;02-10-2025
574594;sfuenzalida;-;1;02-10-2025
1682256;sfuenzalida;-;1;02-10-2025
549598;sfuenzalida;-;1;03-10-2025
548056;sfuenzalida;-;1;03-10-2025
2270103;sfuenzalida;-;1;03-10-2025
1701922;sfuenzalida;-;1;03-10-2025
547541;sfuenzalida;-;1;03-10-2025
546994;sfuenzalida;-;1;03-10-2025
2315282;sfuenzalida;-;1;03-10-2025
1705347;sfuenzalida;-;1;03-10-2025
722929;sfuenzalida;-;1;03-10-2025
548330;sfuenzalida;-;1;03-10-2025
729955;sfuenzalida;-;1;03-10-2025
2283137;sfuenzalida;-;1;03-10-2025
2264977;sfuenzalida;-;1;03-10-2025
549207;sfuenzalida;-;1;03-10-2025
2199723;sfuenzalida;-;1;03-10-2025
1323056;vortega;-;1;29-09-2025
2341377;vortega;-;1;29-09-2025
583275;vortega;-;1;29-09-2025
583386;vortega;-;1;29-09-2025
715232;vortega;-;1;29-09-2025
581793;vortega;-;1;29-09-2025
1495393;vortega;-;1;29-09-2025
895877;vortega;-;1;29-09-2025
2014210;vortega;-;1;29-09-2025
1324720;vortega;-;1;29-09-2025
1538961;vortega;-;1;29-09-2025
863611;vortega;-;1;29-09-2025
2233691;vortega;-;1;29-09-2025
775156;vortega;-;1;29-09-2025
775152;vortega;-;1;29-09-2025
1338865;vortega;-;1;29-09-2025
1498869;vortega;-;1;29-09-2025
1681747;vortega;-;1;29-09-2025
1697182;vortega;-;1;30-09-2025
838880;vortega;-;1;30-09-2025
2246382;vortega;-;1;30-09-2025
582446;vortega;-;1;30-09-2025
745123;vortega;-;1;30-09-2025
761141;vortega;-;1;30-09-2025
580661;vortega;-;1;30-09-2025
2262348;vortega;-;1;30-09-2025
1431727;vortega;-;1;30-09-2025
1389476;vortega;-;1;30-09-2025
1339132;vortega;-;1;30-09-2025
1600122;vortega;-;1;30-09-2025
2276272;vortega;-;1;30-09-2025
1431048;vortega;-;1;30-09-2025
1753622;vortega;-;1;30-09-2025
1762122;vortega;-;1;30-09-2025
799251;vortega;-;1;30-09-2025
1602794;vortega;-;1;30-09-2025
998263;vortega;-;1;01-10-2025
2200537;vortega;-;1;01-10-2025
981586;vortega;-;1;01-10-2025
1636537;vortega;-;1;01-10-2025
2034701;vortega;-;1;01-10-2025
1963440;vortega;-;1;01-10-2025
1944046;vortega;-;1;01-10-2025
694235;vortega;-;1;01-10-2025
834034;vortega;-;1;01-10-2025
687382;vortega;-;1;01-10-2025
829675;vortega;-;1;01-10-2025
1491257;vortega;-;1;01-10-2025
2325834;vortega;-;1;01-10-2025
1355488;vortega;-;1;01-10-2025
1368924;vortega;-;1;01-10-2025
591715;vortega;-;1;01-10-2025
802598;vortega;-;1;01-10-2025
615848;vortega;-;1;01-10-2025
581264;vortega;-;1;02-10-2025
582792;vortega;-;1;02-10-2025
2096501;vortega;-;1;02-10-2025
1748547;vortega;-;1;02-10-2025
582037;vortega;-;1;02-10-2025
728167;vortega;-;1;02-10-2025
990627;vortega;-;1;02-10-2025
1969128;vortega;-;1;02-10-2025
581566;vortega;-;1;02-10-2025
686287;vortega;-;1;02-10-2025
2151713;vortega;-;1;02-10-2025
2283814;vortega;-;1;02-10-2025
1350032;vortega;-;1;02-10-2025
895974;vortega;-;1;02-10-2025
787022;vortega;-;1;02-10-2025
2306340;vortega;-;1;02-10-2025
582682;vortega;-;1;02-10-2025
826208;vortega;-;1;02-10-2025
2329090;vortega;-;1;03-10-2025
1670296;vortega;-;1;03-10-2025
2302030;vortega;-;1;03-10-2025
1334365;vortega;-;1;03-10-2025
581876;vortega;-;1;03-10-2025
717688;vortega;-;1;03-10-2025
2080659;vortega;-;1;03-10-2025
2230851;vortega;-;1;03-10-2025
2024481;vortega;-;1;03-10-2025
869496;vortega;-;1;03-10-2025
2059089;vortega;-;1;03-10-2025
1350625;vortega;-;1;03-10-2025
2248258;vortega;-;1;03-10-2025
2393882;vortega;-;1;03-10-2025
1809045;vortega;-;1;03-10-2025
890089;vortega;-;1;03-10-2025
583662;vortega;-;1;03-10-2025
1643358;vortega;-;1;03-10-2025
