codigolocal;comuna;merchan;latitud;longitud
2143459;COPIAPO;fperez;-274.133.924;-702.748.302
2170758;COPIAPO;fperez;-274.111.593;-702.774.221
2192721;COPIAPO;fperez;-274.108.386;-702.712.566
2227605;COPIAPO;fperez;-274.123.046;-702.721.000
503978;COPIAPO;fperez;-274.022.927;-702.912.778
504411;COPIAPO;fperez;-274.115.479;-702.780.594
504514;COPIAPO;fperez;-274.075.925;-702.697.432
590586;COPIAPO;fperez;-274.086.499;-702.715.668
693789;COPIAPO;fperez;-274.153.408;-702.750.963
754185;COPIAPO;fperez;-274.171.450;-702.735.592
778154;COPIAPO;fperez;-274.081.269;-702.704.781
785914;COPIAPO;fperez;-274.146.465;-702.739.166
815968;COPIAPO;fperez;-274.092.930;-702.825.516
931864;COPIAPO;fperez;-274.078.550;-702.762.109
1302889;TIERRA AMARILLA;fperez;-274.870.667;-702.683.481
1425311;COPIAPO;fperez;-274.784.996;-702.666.994
1620438;TIERRA AMARILLA;fperez;-278.325.159;-701.066.577
1871578;TIERRA AMARILLA;fperez;-274.771.414;-702.628.643
1916988;TIERRA AMARILLA;fperez;-279.982.763;-699.808.374
2251961;COPIAPO;fperez;-274.111.870;-702.886.780
2283911;COPIAPO;fperez;-274.125.633;-702.861.868
503639;TIERRA AMARILLA;fperez;-274.741.489;-702.659.310
503800;TIERRA AMARILLA;fperez;-274.771.010;-702.645.331
504006;TIERRA AMARILLA;fperez;-274.877.161;-702.680.467
504098;TIERRA AMARILLA;fperez;-278.294.577;-701.064.464
504204;TIERRA AMARILLA;fperez;-274.671.590;-702.605.657
504369;TIERRA AMARILLA;fperez;-274.639.498;-702.645.647
504593;TIERRA AMARILLA;fperez;-274.663.978;-702.610.268
575220;TIERRA AMARILLA;fperez;-278.296.799;-701.065.797
575434;TIERRA AMARILLA;fperez;-274.814.678;-702.657.360
694945;TIERRA AMARILLA;fperez;-274.943.456;-702.646.982
771758;TIERRA AMARILLA;fperez;-274.790.780;-702.665.830
798706;TIERRA AMARILLA;fperez;-278.344.347;-701.030.196
874717;TIERRA AMARILLA;fperez;-274.748.399;-702.660.184
923578;TIERRA AMARILLA;fperez;-275.398.529;-702.711.108
934849;TIERRA AMARILLA;fperez;-274.653.736;-702.626.637
