CODIGO,NOMBRE,DIRECCION,DISTRITO,ZONA,FECHA VISITA,¿HAY COOLER CON NUEVA CENEFA?,CANTIDAD DE PUERTAS,HAY PRESENCIA DE RB EN ALGUNA DE LAS PUERTAS,FULL BANDEJA EJECUTADA,FOTO CCU,NUMERO DE FOTO
776039,(ALMACEN) POBLETE ALEGRIA CLAUDIA CAROLINA,14 OTE 5 NORTE 1631,CURICO/TALCA,CENTRO SUR,2025-11-07 00:00:00,SI,4 +,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690df9d6908af9.69846037.webp,2
776039,(ALMACEN) POBLETE ALEGRIA CLAUDIA CAROLINA,14 OTE 5 NORTE 1631,CURICO/TALCA,CENTRO SUR,2025-11-07 00:00:00,SI,4 +,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690dfa093d2ca8.95069148.webp,3
1474021,BERNARDITA LARA CANETE,"QUILICURA 32, LAS CABRAS",SAN FERNANDO,CENTRO,2025-11-06 00:00:00,SI,4 +,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690cabe367a452.70734370.webp,1
1474021,BERNARDITA LARA CANETE,"QUILICURA 32, LAS CABRAS",SAN FERNANDO,CENTRO,2025-11-06 00:00:00,SI,4 +,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690cabf0b543a5.23451702.webp,2
1474021,BERNARDITA LARA CANETE,"QUILICURA 32, LAS CABRAS",SAN FERNANDO,CENTRO,2025-11-06 00:00:00,SI,4 +,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690cabfce930a1.45897621.webp,3
1627779,(ALMACEN) LEONEL ENRQUE CARVAJAL RUIZ,LA BALANZA 1235,LA FLORIDA,CENTRO,2025-11-06 00:00:00,SI,3,SI,NO,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690cd38f952e86.80433599.webp,1
1627779,(ALMACEN) LEONEL ENRQUE CARVAJAL RUIZ,LA BALANZA 1235,LA FLORIDA,CENTRO,2025-11-06 00:00:00,SI,3,SI,NO,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690cd392c7e6e3.84883171.webp,2
1640210,(ALMACEN) MINIMARKET COMPADRE PERCY SPA,"SAN LUIS 1751, INDEPENDENCIA",VESPUCIO,CENTRO,2025-11-06 00:00:00,SI,4 +,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690cef47373551.93160232.webp,1
1723719,(ALMACEN) JUAN FRANCISCO MARTINEZ DURAN,"AV DEPARTAMENTAL 5956, PEÑALOLEN",PIRAMIDE,CENTRO,2025-11-06 00:00:00,SI,4 +,SI,SI,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690cb1b84da6e7.29942811.webp,1
1723719,(ALMACEN) JUAN FRANCISCO MARTINEZ DURAN,"AV DEPARTAMENTAL 5956, PEÑALOLEN",PIRAMIDE,CENTRO,2025-11-06 00:00:00,SI,4 +,SI,SI,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690cb1d450a359.64781840.webp,2
1831013,(ALMACEN) COM.ART SUPERMERCADO MONTES DEL SUR,"LAS PARCELAS 8508, PEÑALOLEN",PIRAMIDE,CENTRO,2025-11-06 00:00:00,SI,4 +,SI,SI,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690cce858563a6.85946984.webp,1
1831013,(ALMACEN) COM.ART SUPERMERCADO MONTES DEL SUR,"LAS PARCELAS 8508, PEÑALOLEN",PIRAMIDE,CENTRO,2025-11-06 00:00:00,SI,4 +,SI,SI,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690cce9d5b5430.74449428.webp,2
1831013,(ALMACEN) COM.ART SUPERMERCADO MONTES DEL SUR,"LAS PARCELAS 8508, PEÑALOLEN",PIRAMIDE,CENTRO,2025-11-06 00:00:00,SI,4 +,SI,SI,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690cceb9cce9e6.52531065.webp,3
1942995,(ALMACEN) CRISTIAN YAÑEZ CASTILLO EIRL,"ANTUPIREN 7388, PEÑALOLEN",PIRAMIDE,CENTRO,2025-11-06 00:00:00,SI,4 +,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690cc4b3821ec4.91370755.webp,1
1942995,(ALMACEN) CRISTIAN YAÑEZ CASTILLO EIRL,"ANTUPIREN 7388, PEÑALOLEN",PIRAMIDE,CENTRO,2025-11-06 00:00:00,SI,4 +,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690cc4d0bcb8b5.94643323.webp,2
1942995,(ALMACEN) CRISTIAN YAÑEZ CASTILLO EIRL,"ANTUPIREN 7388, PEÑALOLEN",PIRAMIDE,CENTRO,2025-11-06 00:00:00,SI,4 +,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690cc4fdb96473.93649556.webp,3
2040215,(ALMACEN) ANTONY SANDOVAL VISAGA,"NAZARIO CHACON ZAMORA 7217, LA FLORIDA",LA FLORIDA,CENTRO,2025-11-06 00:00:00,SI,4 +,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690cbebd94bcd2.20271483.webp,1
2040215,(ALMACEN) ANTONY SANDOVAL VISAGA,"NAZARIO CHACON ZAMORA 7217, LA FLORIDA",LA FLORIDA,CENTRO,2025-11-06 00:00:00,SI,4 +,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690cbebe5f3b26.42652274.webp,2
2085827,(BOTILLERIA) COMERCIAL VERGARA Y BRAVO SPA,14 NORTE JOSE MIGUEL CARRERA 637,CURICO/TALCA,CENTRO SUR,2025-11-06 00:00:00,SI,3,SI,SI,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690cd45134e1f7.39195178.webp,1
2085827,(BOTILLERIA) COMERCIAL VERGARA Y BRAVO SPA,14 NORTE JOSE MIGUEL CARRERA 637,CURICO/TALCA,CENTRO SUR,2025-11-06 00:00:00,SI,3,SI,SI,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690cd45ba9dcd0.43332012.webp,2
2157706,(ALMACEN) ANA ISABEL VALDES MENESES,"ANTUPIREN 9901, PEÑALOLEN",PIRAMIDE,CENTRO,2025-11-06 00:00:00,SI,4 +,SI,NO,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690cdc51418cd9.06942103.webp,1
2157706,(ALMACEN) ANA ISABEL VALDES MENESES,"ANTUPIREN 9901, PEÑALOLEN",PIRAMIDE,CENTRO,2025-11-06 00:00:00,SI,4 +,SI,NO,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690cdc710e7127.16964984.webp,2
2220871,CAROLINA ANDREA ORELLANA FUENTES,"PRIMAVERA 884, PUENTE ALTO",LA FLORIDA,CENTRO,2025-11-06 00:00:00,SI,3,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690cd03456ace8.45503622.webp,1
2220871,CAROLINA ANDREA ORELLANA FUENTES,"PRIMAVERA 884, PUENTE ALTO",LA FLORIDA,CENTRO,2025-11-06 00:00:00,SI,3,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690cd03663dbc5.32206227.webp,2
2220871,CAROLINA ANDREA ORELLANA FUENTES,"PRIMAVERA 884, PUENTE ALTO",LA FLORIDA,CENTRO,2025-11-06 00:00:00,SI,3,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690cd0889a84b2.07066169.webp,3
2220871,CAROLINA ANDREA ORELLANA FUENTES,"PRIMAVERA 884, PUENTE ALTO",LA FLORIDA,CENTRO,2025-11-06 00:00:00,SI,3,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690cd089a2c988.76973171.webp,4
2272772,(ALMACEN) COM. DE ALIM. ELEODORO DOMINGO VENE,VIÑA DEL MAR 6403,LA FLORIDA,CENTRO,2025-11-06 00:00:00,SI,4 +,SI,NO,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690cba62aed5d2.95019974.webp,1
2272772,(ALMACEN) COM. DE ALIM. ELEODORO DOMINGO VENE,VIÑA DEL MAR 6403,LA FLORIDA,CENTRO,2025-11-06 00:00:00,SI,4 +,SI,NO,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690cba68961d66.58564028.webp,2
2309577,(ALMACEN) ORELLANA Y MONJES LTDA,CALETA ARRAYAN 1296,LA FLORIDA,CENTRO,2025-11-06 00:00:00,SI,2,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690cd503a55ca2.22039125.webp,1
547005,MEDINA URRUTIA MARCELO,"M. RODRIGUEZ 752, SAN IGNACIO",CHILLAN/LOS ANGELES,CENTRO SUR,2025-11-06 00:00:00,SI,4 +,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690d055cede063.94065572.webp,1
562416,FAUNDEZ QUINTEROS JUANA,"ALEJANDRO CRUZ 0, SAN CLEMENTE",CURICO/TALCA,CENTRO SUR,2025-11-06 00:00:00,SI,4 +,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690cbf0c759c09.88155568.webp,1
562416,FAUNDEZ QUINTEROS JUANA,"ALEJANDRO CRUZ 0, SAN CLEMENTE",CURICO/TALCA,CENTRO SUR,2025-11-06 00:00:00,SI,4 +,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690cbf1b198515.58916248.webp,2
562416,FAUNDEZ QUINTEROS JUANA,"ALEJANDRO CRUZ 0, SAN CLEMENTE",CURICO/TALCA,CENTRO SUR,2025-11-06 00:00:00,SI,4 +,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690cbf24a24471.99917130.webp,3
653939,(ALMACEN) MARIA ELENA YEVENES QUINTERO,"EL PARQUE 901, PEÑALOLEN",PIRAMIDE,CENTRO,2025-11-06 00:00:00,SI,4 +,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690cd58eba8451.76234406.webp,1
653939,(ALMACEN) MARIA ELENA YEVENES QUINTERO,"EL PARQUE 901, PEÑALOLEN",PIRAMIDE,CENTRO,2025-11-06 00:00:00,SI,4 +,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690cd59e01fd61.62694741.webp,2
655108,PATRICIA DEL CARMEN SALGADO A,"LOS SUPERVISORES 5643, PENALOLEN",PIRAMIDE,CENTRO,2025-11-06 00:00:00,SI,3,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690cb563063a82.53746471.webp,1
655108,PATRICIA DEL CARMEN SALGADO A,"LOS SUPERVISORES 5643, PENALOLEN",PIRAMIDE,CENTRO,2025-11-06 00:00:00,SI,3,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690cb579b6c673.75114728.webp,2
655108,PATRICIA DEL CARMEN SALGADO A,"LOS SUPERVISORES 5643, PENALOLEN",PIRAMIDE,CENTRO,2025-11-06 00:00:00,SI,3,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690cb58ed52400.24651410.webp,3
655591,(ALMACEN) LUIS PONCE NUNEZ,EUSEBIO LILLO 3994,LA FLORIDA,CENTRO,2025-11-06 00:00:00,SI,4 +,SI,SI,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690cca715fe4d8.05705421.webp,1
655591,(ALMACEN) LUIS PONCE NUNEZ,EUSEBIO LILLO 3994,LA FLORIDA,CENTRO,2025-11-06 00:00:00,SI,4 +,SI,SI,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690cca73bec188.24087194.webp,2
657108,(ALMACEN) JOSE CHAVEZ COLI,"PASAJE BOMBERO MARIO CLAVERO R 1696 0, PUENTE ALTO",LA FLORIDA,CENTRO,2025-11-06 00:00:00,SI,4 +,SI,NO,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690cde5b93da86.54937838.webp,1
657108,(ALMACEN) JOSE CHAVEZ COLI,"PASAJE BOMBERO MARIO CLAVERO R 1696 0, PUENTE ALTO",LA FLORIDA,CENTRO,2025-11-06 00:00:00,SI,4 +,SI,NO,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690cde5c84d468.13237852.webp,2
662651,ROLANDO VERA CAROCA,"LAURA RODRIGUEZ 7297, PENALOLEN",PIRAMIDE,CENTRO,2025-11-06 00:00:00,SI,2,SI,NO,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690cc1eec81ab4.34495458.webp,1
671372,CRISTINA CUADROS J,"SANTA MARIA 2577, PENALOLEN",PIRAMIDE,CENTRO,2025-11-06 00:00:00,SI,4 +,SI,SI,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690cba3979b588.44777591.webp,1
671372,CRISTINA CUADROS J,"SANTA MARIA 2577, PENALOLEN",PIRAMIDE,CENTRO,2025-11-06 00:00:00,SI,4 +,SI,SI,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690cba49db9ee9.45338713.webp,2
686774,(ALMACEN) ISABEL FUENTEALBA PALMA,SIMPSON,CONCEPCION,CENTRO SUR,2025-11-06 00:00:00,SI,3,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690cc542a8f439.92166735.webp,1
767065,(ALMACEN) MANUEL AZOCAR GONZALEZ,"TAGUA TAGUA 5085, PEÑALOLEN",PIRAMIDE,CENTRO,2025-11-06 00:00:00,SI,4 +,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690cc983ade836.28699942.webp,1
767065,(ALMACEN) MANUEL AZOCAR GONZALEZ,"TAGUA TAGUA 5085, PEÑALOLEN",PIRAMIDE,CENTRO,2025-11-06 00:00:00,SI,4 +,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690cc9a7264ce5.99161520.webp,2
767065,(ALMACEN) MANUEL AZOCAR GONZALEZ,"TAGUA TAGUA 5085, PEÑALOLEN",PIRAMIDE,CENTRO,2025-11-06 00:00:00,SI,4 +,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690cc9c467aae5.54884090.webp,3
774831,(ALMACEN) BARBARA JARA GONZALEZ,AV PASEO ANDINO 1848,LA FLORIDA,CENTRO,2025-11-06 00:00:00,SI,3,SI,SI,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690cd95bab40a4.73911748.webp,1
774831,(ALMACEN) BARBARA JARA GONZALEZ,AV PASEO ANDINO 1848,LA FLORIDA,CENTRO,2025-11-06 00:00:00,SI,3,SI,SI,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690cd95cb22f25.04754009.webp,2
817469,(ALMACEN) PABLO CARREÑO CARREÑO,"PJE.FOLCLORISTA ORESTE PLATH 154, TALAGANTE",COSTA,CENTRO COSTA,2025-11-06 00:00:00,SI,3,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690ca6a3145829.89916598.webp,1
817469,(ALMACEN) PABLO CARREÑO CARREÑO,"PJE.FOLCLORISTA ORESTE PLATH 154, TALAGANTE",COSTA,CENTRO COSTA,2025-11-06 00:00:00,SI,3,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690ca6a72279c1.69315468.webp,2
1623012,(ALMACEN) ALMACENES MEDIANOS MINIMARKET GERAL,"SOCAIRES 250, QUILICURA",VESPUCIO,CENTRO,2025-11-05 00:00:00,SI,4 +,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690ba028ae7507.21724718.webp,1
1623012,(ALMACEN) ALMACENES MEDIANOS MINIMARKET GERAL,"SOCAIRES 250, QUILICURA",VESPUCIO,CENTRO,2025-11-05 00:00:00,SI,4 +,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690ba036547e44.95331480.webp,2
1668591,(ALMACEN) COMERCIAL MUÑOZ GONZALEZ SPA,CAMINO EL ENBALSE 1956,LA FLORIDA,CENTRO,2025-11-05 00:00:00,SI,3,SI,NO,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690b8aba6f9370.91605384.webp,1
1668591,(ALMACEN) COMERCIAL MUÑOZ GONZALEZ SPA,CAMINO EL ENBALSE 1956,LA FLORIDA,CENTRO,2025-11-05 00:00:00,SI,3,SI,NO,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690b8abba041e5.69117396.webp,2
1761596,(ALMACEN) INVERSIONES DVA SPA,"ALMIRANTE RIVEROS 1190, SAN BERNARDO",LA FLORIDA,CENTRO,2025-11-05 00:00:00,SI,2,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690b86f8659135.22279028.webp,1
1942991,(ALMACEN) JUSTINO TEOFILO MORENO ROMERO,"SAN FRANCISCO 401, SANTIAGO",MODELO,CENTRO,2025-11-05 00:00:00,SI,4 +,SI,SI,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690b9d0bdb80c6.43918332.webp,1
1942991,(ALMACEN) JUSTINO TEOFILO MORENO ROMERO,"SAN FRANCISCO 401, SANTIAGO",MODELO,CENTRO,2025-11-05 00:00:00,SI,4 +,SI,SI,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690b9d0de838a8.85627675.webp,2
2029689,(ALMACEN) DANIELA ALEJANDRA GOMEZ,"EL MISTERIO PASCUAL 1667, SAN BERNARDO",LA FLORIDA,CENTRO,2025-11-05 00:00:00,SI,3,SI,SI,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690b8162a5ae68.31976943.webp,1
2029689,(ALMACEN) DANIELA ALEJANDRA GOMEZ,"EL MISTERIO PASCUAL 1667, SAN BERNARDO",LA FLORIDA,CENTRO,2025-11-05 00:00:00,SI,3,SI,SI,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690b8162cf51a1.65366791.webp,2
2224687,(ALMACEN) JOEL ISAAC FIGUEROA CABEZAS,"LAS UVAS Y EL VIENTO 240, LA GRANJA",LA FLORIDA,CENTRO,2025-11-05 00:00:00,SI,4 +,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690b9e5c27d894.26405733.webp,1
2463548,(ALMACEN) SUPERMERCADO CURIÑANCO SPA,"T-340 366, VALDIVIA",TEMUCO/VALDIVIA,SUR,2025-11-05 00:00:00,SI,2,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690b5c8e4317c0.79910937.webp,1
2463548,(ALMACEN) SUPERMERCADO CURIÑANCO SPA,"T-340 366, VALDIVIA",TEMUCO/VALDIVIA,SUR,2025-11-05 00:00:00,SI,2,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690b5c91df0098.37464987.webp,2
2463548,(ALMACEN) SUPERMERCADO CURIÑANCO SPA,"T-340 366, VALDIVIA",TEMUCO/VALDIVIA,SUR,2025-11-05 00:00:00,SI,2,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690b5c9c8a4847.04267716.webp,3
564959,MUNOZ TAPIA GABRIELA,"LOS CRISTALES 0, LONGAVI",CURICO/TALCA,CENTRO SUR,2025-11-05 00:00:00,SI,4 +,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690b7149cdca18.23486101.webp,1
564959,MUNOZ TAPIA GABRIELA,"LOS CRISTALES 0, LONGAVI",CURICO/TALCA,CENTRO SUR,2025-11-05 00:00:00,SI,4 +,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690b7153618381.50225814.webp,2
564959,MUNOZ TAPIA GABRIELA,"LOS CRISTALES 0, LONGAVI",CURICO/TALCA,CENTRO SUR,2025-11-05 00:00:00,SI,4 +,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690b715d8fef59.72861454.webp,3
654567,LUIS NORAMBUENA VALDIVIA,"PASAJE RIO MALLECO 747, QUILICURA",VESPUCIO,CENTRO,2025-11-05 00:00:00,SI,4 +,SI,NO,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690b8b04194380.42238188.webp,1
654567,LUIS NORAMBUENA VALDIVIA,"PASAJE RIO MALLECO 747, QUILICURA",VESPUCIO,CENTRO,2025-11-05 00:00:00,SI,4 +,SI,NO,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690b8b19882564.73797748.webp,2
662759,(ALMACEN) MANUEL MOYANO PONCE,"G-668 2320, Melipilla, Región Metropolitana",COSTA,CENTRO COSTA,2025-11-05 00:00:00,SI,2,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690b3fd96e3164.09500801.webp,1
664123,(ALMACEN) PATRICIA TRONCOSO,"CARLOS CONDELL 1352, SAN BERNARDO",LA FLORIDA,CENTRO,2025-11-05 00:00:00,SI,4 +,SI,NO,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690b7a96db5555.59931413.webp,1
664123,(ALMACEN) PATRICIA TRONCOSO,"CARLOS CONDELL 1352, SAN BERNARDO",LA FLORIDA,CENTRO,2025-11-05 00:00:00,SI,4 +,SI,NO,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690b7a97446e96.60012063.webp,2
769853,ERICA ROSAS ARAYA,"VOLCAN EPISCACHA 490 LC1 490. LC, QUILICURA",VESPUCIO,CENTRO,2025-11-05 00:00:00,SI,4 +,SI,SI,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690b683de6ba18.89236653.webp,1
769853,ERICA ROSAS ARAYA,"VOLCAN EPISCACHA 490 LC1 490. LC, QUILICURA",VESPUCIO,CENTRO,2025-11-05 00:00:00,SI,4 +,SI,SI,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690b68889cffe8.21183152.webp,2
769853,ERICA ROSAS ARAYA,"VOLCAN EPISCACHA 490 LC1 490. LC, QUILICURA",VESPUCIO,CENTRO,2025-11-05 00:00:00,SI,4 +,SI,SI,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690b68a175c314.06519282.webp,3
871801,(ALMACEN) PANADERIA ALPES PAN ZERENE E.I.R.L.,JANOARIO ESPINOZA 764 LINARES 764,CURICO/TALCA,CENTRO SUR,2025-11-05 00:00:00,SI,4 +,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690b670fcb2860.96452597.webp,1
871801,(ALMACEN) PANADERIA ALPES PAN ZERENE E.I.R.L.,JANOARIO ESPINOZA 764 LINARES 764,CURICO/TALCA,CENTRO SUR,2025-11-05 00:00:00,SI,4 +,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690b671959acc7.08213352.webp,2
871801,(ALMACEN) PANADERIA ALPES PAN ZERENE E.I.R.L.,JANOARIO ESPINOZA 764 LINARES 764,CURICO/TALCA,CENTRO SUR,2025-11-05 00:00:00,SI,4 +,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690b67402d2727.56254224.webp,3
871801,(ALMACEN) PANADERIA ALPES PAN ZERENE E.I.R.L.,JANOARIO ESPINOZA 764 LINARES 764,CURICO/TALCA,CENTRO SUR,2025-11-05 00:00:00,SI,4 +,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690b678ecd1581.29438941.webp,4
981543,MINIMARKET CHAVEZ Y MALCA LTDA,"SANTA ISABEL 359, SANTIAGO",MODELO,CENTRO,2025-11-05 00:00:00,SI,4 +,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690b9fea462156.25072079.webp,1
981543,MINIMARKET CHAVEZ Y MALCA LTDA,"SANTA ISABEL 359, SANTIAGO",MODELO,CENTRO,2025-11-05 00:00:00,SI,4 +,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690b9fed382e56.63167172.webp,2
1327956,(ALMACEN) COMERCIAL ESCORPIÓN SPA,RUTA H 30 S/N COLTAUCO H30,RANCAGUA,CENTRO,2025-11-04 00:00:00,SI,2,SI,SI,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690a378a4349c6.16228504.webp,1
1380042,(ALMACEN) VICTOR ORTIZ TRONCOSO,ISIDORO DUBOURNAIS 245-C 245-c - EL QUISCO,COSTA,CENTRO COSTA,2025-11-04 00:00:00,SI,3,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690a0429877816.98172060.webp,1
1380042,(ALMACEN) VICTOR ORTIZ TRONCOSO,ISIDORO DUBOURNAIS 245-C 245-c - EL QUISCO,COSTA,CENTRO COSTA,2025-11-04 00:00:00,SI,3,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690a042e9ce568.50785693.webp,2
1432698,(ALMACEN) TANIA GISELLE ESPINOZA MADRID,"TOPOCALMA 5343, RENCA",VESPUCIO,CENTRO,2025-11-04 00:00:00,SI,4 +,SI,SI,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_6909f99077e462.46219762.webp,1
1432698,(ALMACEN) TANIA GISELLE ESPINOZA MADRID,"TOPOCALMA 5343, RENCA",VESPUCIO,CENTRO,2025-11-04 00:00:00,SI,4 +,SI,SI,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_6909f9f2004ca6.41941030.webp,2
1457899,(ALMACEN) LUIS GONZALEZ CARVAJAL,"GENERAL FREIRE 4916, RENCA",VESPUCIO,CENTRO,2025-11-04 00:00:00,SI,4 +,SI,NO,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690a04a225c593.77660280.webp,1
1488419,(ALMACEN) COMERCIALIZADORA ANGELI LIMITADA,"CHILOE 1209, SANTIAGO",MODELO,CENTRO,2025-11-04 00:00:00,SI,2,SI,SI,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690a2a7ee3bd47.38965553.webp,1
1571422,(ALMACEN) JIMENA FURET SAENZ DE TEJEDA,CURA DE ARS 3294,LA FLORIDA,CENTRO,2025-11-04 00:00:00,SI,4 +,SI,NO,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690a4937c70709.32799392.webp,1
1571422,(ALMACEN) JIMENA FURET SAENZ DE TEJEDA,CURA DE ARS 3294,LA FLORIDA,CENTRO,2025-11-04 00:00:00,SI,4 +,SI,NO,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690a49389ee1e2.43843517.webp,2
1727907,(ALMACEN) SOCIEDAD COMERCIAL DEL TRIGAL SPA,"DEL TRIGAL 172, QUILICURA",VESPUCIO,CENTRO,2025-11-04 00:00:00,SI,4 +,SI,SI,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690a4af7dd2476.80517905.webp,1
1727907,(ALMACEN) SOCIEDAD COMERCIAL DEL TRIGAL SPA,"DEL TRIGAL 172, QUILICURA",VESPUCIO,CENTRO,2025-11-04 00:00:00,SI,4 +,SI,SI,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690a4b0d8b0b79.54081681.webp,2
