CODIGO,NOMBRE,DIRECCION,DISTRITO,ZONA,FECHA VISITA,¿HAY COOLER CON NUEVA CENEFA?,CANTIDAD DE PUERTAS,HAY PRESENCIA DE RB EN ALGUNA DE LAS PUERTAS,FULL BANDEJA EJECUTADA,FOTO CCU,NUMERO DE FOTO
2231294,(ALMACEN) SUPERMERCADO FELIPE NAVARRETE AGUIL,LEON CASENAVE,CHILLAN/LOS ANGELES,CENTRO SUR,2025-12-04 00:00:00,SI,3,SI,SI,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_6931eb670d55a3.54672866.webp,1
2231294,(ALMACEN) SUPERMERCADO FELIPE NAVARRETE AGUIL,LEON CASENAVE,CHILLAN/LOS ANGELES,CENTRO SUR,2025-12-04 00:00:00,SI,3,SI,SI,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_6931eb86c1f5a6.78314663.webp,2
1300451,(ALMACEN) MANUEL SILVA ARAYA,ACCESO PICHIDANGUI 290,LA SERENA/OVALLE,CENTRO COSTA,2025-12-03 00:00:00,SI,4 +,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_693067c060bc84.90742749.webp,1
1300451,(ALMACEN) MANUEL SILVA ARAYA,ACCESO PICHIDANGUI 290,LA SERENA/OVALLE,CENTRO COSTA,2025-12-03 00:00:00,SI,4 +,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_693067df3398e3.84168537.webp,2
1300451,(ALMACEN) MANUEL SILVA ARAYA,ACCESO PICHIDANGUI 290,LA SERENA/OVALLE,CENTRO COSTA,2025-12-03 00:00:00,SI,4 +,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_693067df86fb44.62759784.webp,3
2170873,(ALMACEN) SUPERMECADO RADAL SPA,"calle fresia249, Radal",TEMUCO/VALDIVIA,SUR,2025-12-03 00:00:00,SI,4 +,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_6930a810edecb5.59506265.webp,1
2199640,(ALMACEN) MARIO NICOLAS LETELIER LETELIER,"GENERAL GAMBINO 3889, CONCHALI",VESPUCIO,CENTRO,2025-12-03 00:00:00,SI,4 +,SI,SI,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_693065572eafa9.52209518.webp,1
2199640,(ALMACEN) MARIO NICOLAS LETELIER LETELIER,"GENERAL GAMBINO 3889, CONCHALI",VESPUCIO,CENTRO,2025-12-03 00:00:00,SI,4 +,SI,SI,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_69306575d78155.42137283.webp,2
2199640,(ALMACEN) MARIO NICOLAS LETELIER LETELIER,"GENERAL GAMBINO 3889, CONCHALI",VESPUCIO,CENTRO,2025-12-03 00:00:00,SI,4 +,SI,SI,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_6930659a5f5062.55635562.webp,3
611083,(ALMACEN) ALEJANDRA MOLINA GONZALEZ,EL ESFUERZO PICHIDANGUI 196,LA SERENA/OVALLE,CENTRO COSTA,2025-12-03 00:00:00,SI,4 +,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_69306ac2847240.84713160.webp,1
611083,(ALMACEN) ALEJANDRA MOLINA GONZALEZ,EL ESFUERZO PICHIDANGUI 196,LA SERENA/OVALLE,CENTRO COSTA,2025-12-03 00:00:00,SI,4 +,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_69306ac69baf61.20063987.webp,2
1679070,(ALMACEN) JAIME PAJARITO VARGAS,AV CENTRAL SITIO 18 Sitio 1 - EL QUISCO,COSTA,CENTRO COSTA,2025-11-30 00:00:00,SI,2,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_692cb8aca4c411.61964947.webp,1
2313517,LURIOLI SPA,"LOS PRESIDENTES 6410, PEÑALOLEN",PIRAMIDE,CENTRO,2025-11-28 00:00:00,SI,4 +,SI,SI,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_6929c87fca36e5.48842962.webp,1
2313517,LURIOLI SPA,"LOS PRESIDENTES 6410, PEÑALOLEN",PIRAMIDE,CENTRO,2025-11-28 00:00:00,SI,4 +,SI,SI,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_6929c8a4cb04f1.73975944.webp,2
2313517,LURIOLI SPA,"LOS PRESIDENTES 6410, PEÑALOLEN",PIRAMIDE,CENTRO,2025-11-28 00:00:00,SI,4 +,SI,SI,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_6929c8eee83fe2.25065365.webp,3
2313517,LURIOLI SPA,"LOS PRESIDENTES 6410, PEÑALOLEN",PIRAMIDE,CENTRO,2025-11-28 00:00:00,SI,4 +,SI,SI,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_6929c8ffd85567.27484851.webp,4
2210538,COMERCIALIZADORA MAMUT Y COMPAÑÍA,"SALVADOR GUTIÉRREZ 7144, CERRO NAVIA",VESPUCIO,CENTRO,2025-11-27 00:00:00,SI,4 +,SI,NO,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_69286e212df8a3.33033847.webp,1
2210538,COMERCIALIZADORA MAMUT Y COMPAÑÍA,"SALVADOR GUTIÉRREZ 7144, CERRO NAVIA",VESPUCIO,CENTRO,2025-11-27 00:00:00,SI,4 +,SI,NO,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_69286e2746da56.95899171.webp,2
2210538,COMERCIALIZADORA MAMUT Y COMPAÑÍA,"SALVADOR GUTIÉRREZ 7144, CERRO NAVIA",VESPUCIO,CENTRO,2025-11-27 00:00:00,SI,4 +,SI,NO,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_69286e3a3a6b98.32217285.webp,3
2296218,MADAVI DAYNE ESTRADA PEREZ,"SAN FABIAN KM 36, SAN FABIAN",CHILLAN/LOS ANGELES,CENTRO SUR,2025-11-27 00:00:00,SI,2,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_6928c75215c703.95024235.webp,1
2346745,SANDRA VALESKA ARANCIBIA BARRAZA,"LUIS LEPELEY 1891, LOS ANDES",VIÑA DEL MAR,CENTRO COSTA,2025-11-27 00:00:00,SI,4 +,SI,NO,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_69287e599388e0.22603596.webp,1
2346745,SANDRA VALESKA ARANCIBIA BARRAZA,"LUIS LEPELEY 1891, LOS ANDES",VIÑA DEL MAR,CENTRO COSTA,2025-11-27 00:00:00,SI,4 +,SI,NO,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_69287e6142c0a5.65666958.webp,2
570449,(ALMACEN) DAMARIS LUZ PONCE FLORES,OHIGGINS,TEMUCO/VALDIVIA,SUR,2025-11-27 00:00:00,SI,4 +,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_6928834ff3ed96.45327515.webp,1
570449,(ALMACEN) DAMARIS LUZ PONCE FLORES,OHIGGINS,TEMUCO/VALDIVIA,SUR,2025-11-27 00:00:00,SI,4 +,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_69288355cce994.20268634.webp,2
654193,ARMANDO ROJAS DONOSO,"PINO SILVESTRE 16, ALGARROBO",COSTA,CENTRO COSTA,2025-11-27 00:00:00,SI,4 +,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_69288ea81ca8e1.71395249.webp,1
654193,ARMANDO ROJAS DONOSO,"PINO SILVESTRE 16, ALGARROBO",COSTA,CENTRO COSTA,2025-11-27 00:00:00,SI,4 +,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_69288eb2a3b5d2.34231871.webp,2
662135,MARIA MAGDALENA BIANCHI,"LA HIGUERA 31, EL QUISCO",COSTA,CENTRO COSTA,2025-11-27 00:00:00,SI,4 +,SI,NO,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_6928a5c2bbfda2.75569491.webp,1
662135,MARIA MAGDALENA BIANCHI,"LA HIGUERA 31, EL QUISCO",COSTA,CENTRO COSTA,2025-11-27 00:00:00,SI,4 +,SI,NO,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_6928a5cae477c2.20335494.webp,2
662135,MARIA MAGDALENA BIANCHI,"LA HIGUERA 31, EL QUISCO",COSTA,CENTRO COSTA,2025-11-27 00:00:00,SI,4 +,SI,NO,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_6928b5d3c76e20.91977698.webp,3
662135,MARIA MAGDALENA BIANCHI,"LA HIGUERA 31, EL QUISCO",COSTA,CENTRO COSTA,2025-11-27 00:00:00,SI,4 +,SI,NO,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_6928b5e6028fd8.44622791.webp,4
515670,(BOTILLERIA) JUANA TAPIA ORREGO,"EL SAUZAL 370, LA VILLA EL PALQUI",LA SERENA/OVALLE,CENTRO COSTA,2025-11-26 00:00:00,SI,2,SI,NO,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_692759ebac5da5.67149203.webp,1
1308556,REINALDO ORTEGA ALVAREZ,"LAS SIEMPRE VIVAS 3835, RENCA",VESPUCIO,CENTRO,2025-11-25 00:00:00,SI,4 +,SI,SI,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_6925fbfc838d23.58727699.webp,1
1308556,REINALDO ORTEGA ALVAREZ,"LAS SIEMPRE VIVAS 3835, RENCA",VESPUCIO,CENTRO,2025-11-25 00:00:00,SI,4 +,SI,SI,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_6925fc1097c8e1.38263386.webp,2
1308556,REINALDO ORTEGA ALVAREZ,"LAS SIEMPRE VIVAS 3835, RENCA",VESPUCIO,CENTRO,2025-11-25 00:00:00,SI,4 +,SI,SI,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_6925fc23eea646.59488007.webp,3
2051435,(ALMACEN) MAURICIO ANDRES RIQUELME SANCHEZ,"ARMANDO JARAMILLO 582, NANCAGUA",SAN FERNANDO,CENTRO,2025-11-24 00:00:00,SI,4 +,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_69244bb0654bd5.16224170.webp,1
2231715,TERESA CONTRERAS TOLEDO,"CALETA COCHOLGUE 1305, TALCAHUANO",CONCEPCION,CENTRO SUR,2025-11-20 00:00:00,SI,3,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_691f1c70949139.58610178.webp,1
2339673,(ALMACEN) MINIMARKET EL CRUCE SPA,"maquehue kilometro 3.6, Maquehue",TEMUCO/VALDIVIA,SUR,2025-11-20 00:00:00,SI,4 +,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_691f352038f800.56135866.webp,1
2339675,(ALMACEN) JEANNETTE DEL CARMEN LLANCAVIL HUIL,"maquehue zanja kl 8.5, Maquehue",TEMUCO/VALDIVIA,SUR,2025-11-20 00:00:00,SI,4 +,SI,SI,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_691f33e0d12bf9.10571638.webp,1
2339675,(ALMACEN) JEANNETTE DEL CARMEN LLANCAVIL HUIL,"maquehue zanja kl 8.5, Maquehue",TEMUCO/VALDIVIA,SUR,2025-11-20 00:00:00,SI,4 +,SI,SI,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_691f33e5325c84.63902240.webp,2
615977,(ALMACEN) PANIF. RAUL ANASTACIO ESTAY BEKIOS,LIBERTAD 853,LA SERENA/OVALLE,CENTRO COSTA,2025-11-20 00:00:00,SI,4 +,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_691f4fbebdf897.23828239.webp,1
615977,(ALMACEN) PANIF. RAUL ANASTACIO ESTAY BEKIOS,LIBERTAD 853,LA SERENA/OVALLE,CENTRO COSTA,2025-11-20 00:00:00,SI,4 +,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_691f4fbf270b80.21697521.webp,2
739775,SIMON SILVA CISTERNA,"VILLA PRAT 50, HIJUELAS",VIÑA DEL MAR,CENTRO COSTA,2025-11-20 00:00:00,SI,2,SI,NO,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_691f679f04d380.17445418.webp,1
1459070,(ALMACEN) ELIAS ROMERO CONTRERAS,"PORTUGAL 3926 , CHIGUAYANTE",CONCEPCION,CENTRO SUR,2025-11-19 00:00:00,SI,3,SI,SI,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_691dd74bc9b033.26924594.webp,1
668569,(ALMACEN) SOLANGE PARDO CIFUENTES,"ROSA ESTER RODRIGUEZ 6886, CERRILLOS",MAIPU,CENTRO,2025-11-19 00:00:00,SI,4 +,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_691dfbdbc89ac1.11565871.webp,1
668569,(ALMACEN) SOLANGE PARDO CIFUENTES,"ROSA ESTER RODRIGUEZ 6886, CERRILLOS",MAIPU,CENTRO,2025-11-19 00:00:00,SI,4 +,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_691dfbe3c73219.13804223.webp,2
668569,(ALMACEN) SOLANGE PARDO CIFUENTES,"ROSA ESTER RODRIGUEZ 6886, CERRILLOS",MAIPU,CENTRO,2025-11-19 00:00:00,SI,4 +,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_691dfbef4070a6.02549583.webp,3
2271978,LEXVA SPA,"PASAJE GASPAR CABRALESS/N, SAN CARLOS",CHILLAN/LOS ANGELES,CENTRO SUR,2025-11-18 00:00:00,SI,4 +,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_691cd1e33e05f0.44221213.webp,1
2271978,LEXVA SPA,"PASAJE GASPAR CABRALESS/N, SAN CARLOS",CHILLAN/LOS ANGELES,CENTRO SUR,2025-11-18 00:00:00,SI,4 +,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_691cd1e5687898.41448503.webp,2
2271978,LEXVA SPA,"PASAJE GASPAR CABRALESS/N, SAN CARLOS",CHILLAN/LOS ANGELES,CENTRO SUR,2025-11-18 00:00:00,SI,4 +,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_691cd1e72c5a14.20213600.webp,3
2302265,JUAN CARLOS ARANGUEZ,"MANUEL ANTONIO MATTA GOYENECHEA0601, SAN CARLOS",CHILLAN/LOS ANGELES,CENTRO SUR,2025-11-18 00:00:00,SI,4 +,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_691cd6c36ff489.67501025.webp,1
2302265,JUAN CARLOS ARANGUEZ,"MANUEL ANTONIO MATTA GOYENECHEA0601, SAN CARLOS",CHILLAN/LOS ANGELES,CENTRO SUR,2025-11-18 00:00:00,SI,4 +,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_691cd6c4a38dc6.54689564.webp,2
2302265,JUAN CARLOS ARANGUEZ,"MANUEL ANTONIO MATTA GOYENECHEA0601, SAN CARLOS",CHILLAN/LOS ANGELES,CENTRO SUR,2025-11-18 00:00:00,SI,4 +,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_691cd6d85731b6.65990495.webp,3
2349508,EXPRESS HERMANOS SPA,"DEL MUELLE 211, SAAVEDRA",TEMUCO/VALDIVIA,SUR,2025-11-18 00:00:00,SI,4 +,SI,NO,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_691cee31763ec0.84437390.webp,1
2349508,EXPRESS HERMANOS SPA,"DEL MUELLE 211, SAAVEDRA",TEMUCO/VALDIVIA,SUR,2025-11-18 00:00:00,SI,4 +,SI,NO,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_691cee3526fb37.99631170.webp,2
793689,(ALMACEN) ERIKA ZAMBRANO ANABALON,JANEQUEO 599,CONCEPCION,CENTRO SUR,2025-11-17 00:00:00,SI,3,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_691b4dfa84f647.07030443.webp,1
793689,(ALMACEN) ERIKA ZAMBRANO ANABALON,JANEQUEO 599,CONCEPCION,CENTRO SUR,2025-11-17 00:00:00,SI,3,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_691b4e0311f218.59506486.webp,2
841405,(ALMACEN) LIDIA ANGELICA OLIVARES LUNA,ODETTE ALVAREZ 250 POB. ARISTIA 250,LA SERENA/OVALLE,CENTRO COSTA,2025-11-17 00:00:00,SI,2,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_691b6b56e34f05.21637608.webp,1
1568525,SUPERMERCADO COMERCIAL Y SERVICIOS MARIANELA,"CAMINO A CATO KM 12 SN, COIHUECO",CHILLAN/LOS ANGELES,CENTRO SUR,2025-11-14 00:00:00,SI,2,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_69176cf9bea8b2.13092728.webp,1
2065545,(ALMACEN) SUPERMERCADOS FIORATTI SPA,LIMPIA PLATA  715,TEMUCO/VALDIVIA,SUR,2025-11-13 00:00:00,SI,4 +,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_6916153cce9e54.49280198.webp,1
2065545,(ALMACEN) SUPERMERCADOS FIORATTI SPA,LIMPIA PLATA  715,TEMUCO/VALDIVIA,SUR,2025-11-13 00:00:00,SI,4 +,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_69161541290606.39641216.webp,2
2264794,(ALMACEN) LORENA AYLLAPAN ANTIMILLA,"camino villarrica a lican raykm 7.1, Licanray",TEMUCO/VALDIVIA,SUR,2025-11-13 00:00:00,SI,4 +,SI,SI,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_69160b12e6c504.60886020.webp,1
2264794,(ALMACEN) LORENA AYLLAPAN ANTIMILLA,"camino villarrica a lican raykm 7.1, Licanray",TEMUCO/VALDIVIA,SUR,2025-11-13 00:00:00,SI,4 +,SI,SI,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_69160b20391de6.72309766.webp,2
2389120,MINIMARKET LA PUEDRA,"N-569, PINTO",CHILLAN/LOS ANGELES,CENTRO SUR,2025-11-13 00:00:00,SI,3,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_691636b2eb56c5.07304184.webp,1
2389120,MINIMARKET LA PUEDRA,"N-569, PINTO",CHILLAN/LOS ANGELES,CENTRO SUR,2025-11-13 00:00:00,SI,3,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_69163a635142f4.56421669.webp,2
2389120,MINIMARKET LA PUEDRA,"N-569, PINTO",CHILLAN/LOS ANGELES,CENTRO SUR,2025-11-13 00:00:00,SI,3,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_69163a68d9a038.76996241.webp,3
1996843,JOSELYN RAMIREZ PAVEZ,"TTE IGNACIO SERRANO 102, QUILLOTA",VIÑA DEL MAR,CENTRO COSTA,2025-11-12 00:00:00,SI,3,SI,NO,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_69149c7eec3de4.47807249.webp,1
1996843,JOSELYN RAMIREZ PAVEZ,"TTE IGNACIO SERRANO 102, QUILLOTA",VIÑA DEL MAR,CENTRO COSTA,2025-11-12 00:00:00,SI,3,SI,NO,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_69149c85294964.37740269.webp,2
2287273,MINIMARKET RIVERA HERNANDEZ LTDA,"PASAJE SEIS 5591, HUALPEN",CONCEPCION,CENTRO SUR,2025-11-12 00:00:00,SI,4 +,SI,NO,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_6914af8a3a9457.99020529.webp,1
567999,(ALMACEN) VICTORIANO ARAYA RILDA IDA,CAMINO A CABURGUA KM,TEMUCO/VALDIVIA,SUR,2025-11-12 00:00:00,SI,4 +,SI,SI,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_6914ef3b3f0155.79301283.webp,1
567999,(ALMACEN) VICTORIANO ARAYA RILDA IDA,CAMINO A CABURGUA KM,TEMUCO/VALDIVIA,SUR,2025-11-12 00:00:00,SI,4 +,SI,SI,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_6914ef3f9e3782.56148230.webp,2
570337,(ALMACEN) SERGIO FIGUEROA,LAS AZALEAS,TEMUCO/VALDIVIA,SUR,2025-11-12 00:00:00,SI,4 +,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_6914b6acadd8f5.18650066.webp,1
570337,(ALMACEN) SERGIO FIGUEROA,LAS AZALEAS,TEMUCO/VALDIVIA,SUR,2025-11-12 00:00:00,SI,4 +,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_6914b6b22448c6.07451039.webp,2
840368,(ALMACEN) COMER.MANUEL Y COM LTDA.,"CARONTE 16730, MAIPU",MAIPU,CENTRO,2025-11-12 00:00:00,SI,4 +,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_69149650059325.99745462.webp,1
840368,(ALMACEN) COMER.MANUEL Y COM LTDA.,"CARONTE 16730, MAIPU",MAIPU,CENTRO,2025-11-12 00:00:00,SI,4 +,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_69149659119553.17060964.webp,2
904332,(ALMACEN) JESUS MANUEL ANAMPA ARONE,"ANIBAL PINTO 1579, INDEPENDENCIA",VESPUCIO,CENTRO,2025-11-12 00:00:00,SI,3,SI,SI,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_6914a9b86790e0.76418815.webp,1
904332,(ALMACEN) JESUS MANUEL ANAMPA ARONE,"ANIBAL PINTO 1579, INDEPENDENCIA",VESPUCIO,CENTRO,2025-11-12 00:00:00,SI,3,SI,SI,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_6914aa5466a2b7.88277072.webp,2
1662686,(ALMACEN) MARIA ELIANA MUNOZ TAPIA,"MARIA TERESA 6 SAN PEDRO, QUILLOTA",VIÑA DEL MAR,CENTRO COSTA,2025-11-11 00:00:00,SI,2,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_691337753d0215.49990581.webp,1
2301640,(ALMACEN) SUPERMERCADO URGENCIA SPA,"AVENIDA CIRCUNVALACIÓN ORIENTE1980, SAN FELIP",VIÑA DEL MAR,CENTRO COSTA,2025-11-11 00:00:00,SI,4 +,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_6913616496c944.41979359.webp,1
2301640,(ALMACEN) SUPERMERCADO URGENCIA SPA,"AVENIDA CIRCUNVALACIÓN ORIENTE1980, SAN FELIP",VIÑA DEL MAR,CENTRO COSTA,2025-11-11 00:00:00,SI,4 +,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_6913616a6555c1.45288536.webp,2
2301640,(ALMACEN) SUPERMERCADO URGENCIA SPA,"AVENIDA CIRCUNVALACIÓN ORIENTE1980, SAN FELIP",VIÑA DEL MAR,CENTRO COSTA,2025-11-11 00:00:00,SI,4 +,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_691361720da375.51841089.webp,3
2302103,AMMAS SPA,"CALLE BELLAVISTA 181, RECOLETA",VESPUCIO,CENTRO,2025-11-11 00:00:00,SI,4 +,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_6913ac07335e97.05480815.webp,1
2302103,AMMAS SPA,"CALLE BELLAVISTA 181, RECOLETA",VESPUCIO,CENTRO,2025-11-11 00:00:00,SI,4 +,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_6913ac1c749b02.74124049.webp,2
2302103,AMMAS SPA,"CALLE BELLAVISTA 181, RECOLETA",VESPUCIO,CENTRO,2025-11-11 00:00:00,SI,4 +,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_6913ac2b062d60.69986915.webp,3
663184,(ALMACEN) DOLORES LAGOS HERRERA,"PEDRO FONTOVA 4757, CONCHALI",VESPUCIO,CENTRO,2025-11-11 00:00:00,SI,2,SI,SI,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_6913359759d1c0.30709972.webp,1
1603500,(ALMACEN) KAREN SOLEDAD CORDERO QUINTANILLA,"PASAJE TORRES DEL PAINE 1098, RENCA",VESPUCIO,CENTRO,2025-11-10 00:00:00,SI,2,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_691237a5906437.19781044.webp,1
538416,(ALMACEN) PATRICIA FLORES S.,AVENIDA IGNACIO COLLAO,CONCEPCION,CENTRO SUR,2025-11-10 00:00:00,SI,4 +,SI,SI,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_6911fdbb4e22d1.73290978.webp,1
1305088,MINIMARKET SCOTT LIMITADA,"AVENIDA SUR 2301 V. SAN HILARIO (MOLINA) 2301, MOLINA",CURICO/TALCA,CENTRO SUR,2025-11-07 00:00:00,SI,4 +,SI,NO,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690e1830179ab9.98602298.webp,1
1498523,Y Y C LUENGO SPA,"CAMINO PUBLICO LOTE A-2 480, PORTEZUELO",CHILLAN/LOS ANGELES,CENTRO SUR,2025-11-07 00:00:00,SI,3,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690e5472217dc6.54692579.webp,1
1572272,(ALMACEN) MINIMARKET SERRANO SPA,"SERRANO 1564, CERRO NAVIA",VESPUCIO,CENTRO,2025-11-07 00:00:00,SI,4 +,SI,SI,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690dfa45df8196.79847495.webp,1
1572272,(ALMACEN) MINIMARKET SERRANO SPA,"SERRANO 1564, CERRO NAVIA",VESPUCIO,CENTRO,2025-11-07 00:00:00,SI,4 +,SI,SI,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690dfa8041d9c6.32076191.webp,2
2266745,(ALMACEN) MARCOS SOTO LOBOS,14 ORIENTE 2095 2095,CURICO/TALCA,CENTRO SUR,2025-11-07 00:00:00,SI,4 +,SI,NO,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690df833c93e75.31496199.webp,1
560606,GONZALEZ NARANJO MARIA,"AVDA. SUR 1801, MOLINA",CURICO/TALCA,CENTRO SUR,2025-11-07 00:00:00,SI,2,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690e16bf0b9386.13366279.webp,1
669760,GUSTAVO ADOLFO ANDERSEN,"BARCELO LIRA 1801, SAN RAMON",PIRAMIDE,CENTRO,2025-11-07 00:00:00,SI,4 +,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690e2e78e00ab9.10468728.webp,1
776039,(ALMACEN) POBLETE ALEGRIA CLAUDIA CAROLINA,14 OTE 5 NORTE 1631,CURICO/TALCA,CENTRO SUR,2025-11-07 00:00:00,SI,4 +,NO,,https://visibility.cl/visibility2/app/uploads/uploads_fotos_pregunta/q7_690df9c953a279.06082348.webp,1
