nombreFormulario,fechaVisita,mesVisita,mesNumero,merchan,comunaLocal,SALASVISITADAS,SALASIMPLEMENTADAS,PLAYA,CAMPING,CASCO_URBANO,RURAL,EVENTO,SELL_OUT
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","15/04/2025 15:58:32",April,4,jparedes,PUDAHUEL,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","15/04/2025 16:02:15",April,4,jparedes,PUDAHUEL,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","15/04/2025 16:04:27",April,4,jparedes,PUDAHUEL,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","15/04/2025 16:06:00",April,4,jparedes,PUDAHUEL,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","15/04/2025 16:07:20",April,4,jparedes,PUDAHUEL,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","15/04/2025 16:08:41",April,4,jparedes,PUDAHUEL,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","15/04/2025 16:09:59",April,4,jparedes,PUDAHUEL,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","15/04/2025 17:13:19",April,4,grojas,PUDAHUEL,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","15/04/2025 17:19:44",April,4,grojas,PUDAHUEL,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","15/04/2025 17:21:29",April,4,grojas,PUDAHUEL,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","15/04/2025 17:23:19",April,4,grojas,PUDAHUEL,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","15/04/2025 17:26:30",April,4,grojas,PUDAHUEL,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","15/04/2025 17:28:59",April,4,grojas,PUDAHUEL,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","15/04/2025 17:30:37",April,4,grojas,PUDAHUEL,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","15/04/2025 17:32:15",April,4,grojas,PUDAHUEL,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","15/04/2025 17:33:53",April,4,grojas,PUDAHUEL,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","15/04/2025 17:35:49",April,4,grojas,PUDAHUEL,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","16/04/2025 15:10:32",April,4,grojas,"ISLA DE MAIPO",1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","16/04/2025 15:14:34",April,4,grojas,"ISLA DE MAIPO",1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","16/04/2025 15:20:34",April,4,grojas,"ISLA DE MAIPO",1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","16/04/2025 15:25:22",April,4,grojas,"ISLA DE MAIPO",1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","16/04/2025 15:28:55",April,4,grojas,"ISLA DE MAIPO",1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","16/04/2025 15:29:12",April,4,jparedes,PUDAHUEL,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","16/04/2025 15:31:11",April,4,jparedes,PUDAHUEL,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","16/04/2025 15:31:18",April,4,grojas,"ISLA DE MAIPO",1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","16/04/2025 15:32:48",April,4,jparedes,PUDAHUEL,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","16/04/2025 15:35:44",April,4,grojas,"ISLA DE MAIPO",1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","16/04/2025 15:36:34",April,4,jparedes,PUDAHUEL,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","16/04/2025 15:39:17",April,4,jparedes,PUDAHUEL,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","16/04/2025 15:40:14",April,4,grojas,"ISLA DE MAIPO",1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","16/04/2025 15:41:09",April,4,jparedes,PUDAHUEL,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","16/04/2025 15:42:42",April,4,grojas,"ISLA DE MAIPO",1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","16/04/2025 15:42:43",April,4,jparedes,PUDAHUEL,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","16/04/2025 15:45:03",April,4,grojas,"ISLA DE MAIPO",1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","16/04/2025 15:45:06",April,4,jparedes,PUDAHUEL,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","16/04/2025 15:46:40",April,4,jparedes,PUDAHUEL,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","16/04/2025 15:48:01",April,4,jparedes,PUDAHUEL,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","16/04/2025 15:50:21",April,4,jparedes,PUDAHUEL,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","16/04/2025 15:51:48",April,4,jparedes,PUDAHUEL,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","16/04/2025 15:54:32",April,4,jparedes,PUDAHUEL,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","16/04/2025 16:09:41",April,4,jparedes,"LO PRADO",1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","17/04/2025 13:40:02",April,4,jparedes,SANTIAGO,1,1,0,0,0,0,1,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","17/04/2025 13:47:40",April,4,jparedes,SANTIAGO,1,1,0,0,0,0,1,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","17/04/2025 13:51:30",April,4,jparedes,SANTIAGO,1,1,0,0,0,0,1,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","17/04/2025 13:54:25",April,4,jparedes,SANTIAGO,1,1,0,0,0,0,1,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","17/04/2025 15:15:27",April,4,grojas,SANTIAGO,1,1,0,0,0,0,1,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","17/04/2025 15:21:24",April,4,grojas,"QUINTA NORMAL",1,1,0,0,0,0,1,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","17/04/2025 15:25:53",April,4,grojas,"SAN RAMON",1,1,0,0,0,0,1,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","21/04/2025 13:20:50",April,4,jparedes,PUDAHUEL,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","21/04/2025 13:24:10",April,4,jparedes,PUDAHUEL,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","21/04/2025 13:27:18",April,4,jparedes,PUDAHUEL,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","21/04/2025 13:29:34",April,4,jparedes,PUDAHUEL,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","21/04/2025 13:32:07",April,4,jparedes,PUDAHUEL,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","21/04/2025 14:52:24",April,4,jparedes,PUDAHUEL,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","21/04/2025 14:54:04",April,4,jparedes,PUDAHUEL,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","21/04/2025 14:54:23",April,4,grojas,PUDAHUEL,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","21/04/2025 14:55:21",April,4,jparedes,PUDAHUEL,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","21/04/2025 14:57:09",April,4,jparedes,PUDAHUEL,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","21/04/2025 14:57:45",April,4,grojas,PUDAHUEL,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","21/04/2025 14:58:39",April,4,jparedes,PUDAHUEL,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","21/04/2025 15:00:03",April,4,jparedes,PUDAHUEL,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","21/04/2025 15:00:13",April,4,grojas,PUDAHUEL,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","21/04/2025 15:01:20",April,4,jparedes,PUDAHUEL,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","21/04/2025 15:02:27",April,4,grojas,PUDAHUEL,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","21/04/2025 15:02:32",April,4,jparedes,PUDAHUEL,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","21/04/2025 15:04:08",April,4,jparedes,PUDAHUEL,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","21/04/2025 15:05:05",April,4,grojas,PUDAHUEL,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","21/04/2025 15:05:30",April,4,jparedes,PUDAHUEL,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","21/04/2025 15:07:53",April,4,grojas,PUDAHUEL,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","21/04/2025 15:09:47",April,4,jparedes,PUDAHUEL,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","21/04/2025 15:10:43",April,4,grojas,PUDAHUEL,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","21/04/2025 15:11:52",April,4,jparedes,PUDAHUEL,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","21/04/2025 15:12:56",April,4,grojas,PUDAHUEL,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","21/04/2025 15:15:14",April,4,grojas,PUDAHUEL,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","21/04/2025 15:20:21",April,4,grojas,PUDAHUEL,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","21/04/2025 15:22:55",April,4,grojas,PUDAHUEL,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","21/04/2025 15:25:28",April,4,grojas,PUDAHUEL,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","21/04/2025 15:27:26",April,4,grojas,PUDAHUEL,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","21/04/2025 15:29:27",April,4,grojas,"CERRO NAVIA",1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","22/04/2025 13:40:06",April,4,jparedes,SANTIAGO,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","22/04/2025 13:43:39",April,4,jparedes,SANTIAGO,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","22/04/2025 13:47:46",April,4,jparedes,SANTIAGO,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","22/04/2025 13:50:34",April,4,jparedes,SANTIAGO,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","22/04/2025 13:54:41",April,4,jparedes,SANTIAGO,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","22/04/2025 13:58:17",April,4,jparedes,SANTIAGO,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","22/04/2025 14:00:48",April,4,jparedes,SANTIAGO,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","22/04/2025 14:04:21",April,4,jparedes,SANTIAGO,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","22/04/2025 14:06:54",April,4,jparedes,SANTIAGO,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","22/04/2025 14:10:15",April,4,jparedes,SANTIAGO,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","22/04/2025 15:04:51",April,4,jparedes,SANTIAGO,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","22/04/2025 15:07:03",April,4,jparedes,SANTIAGO,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","22/04/2025 15:15:59",April,4,grojas,"LA FLORIDA",1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","22/04/2025 15:20:00",April,4,grojas,"SAN RAMON",1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","22/04/2025 15:24:02",April,4,grojas,"SAN RAMON",1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","22/04/2025 15:28:41",April,4,grojas,"LA CISTERNA",1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","22/04/2025 15:31:42",April,4,grojas,"SAN JOAQUIN",1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","22/04/2025 15:34:16",April,4,grojas,"SAN MIGUEL",1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","22/04/2025 15:38:17",April,4,grojas,"SAN MIGUEL",1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","22/04/2025 15:41:03",April,4,grojas,"PEDRO AGUIRRE CERDA",1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","22/04/2025 15:43:26",April,4,grojas,"LO ESPEJO",1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","22/04/2025 15:46:17",April,4,grojas,"LO ESPEJO",1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","22/04/2025 15:49:43",April,4,grojas,"LO ESPEJO",1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","22/04/2025 15:53:41",April,4,grojas,"LO ESPEJO",1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","23/04/2025 14:15:22",April,4,jparedes,SANTIAGO,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","23/04/2025 14:19:21",April,4,jparedes,SANTIAGO,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","23/04/2025 14:21:29",April,4,jparedes,SANTIAGO,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","23/04/2025 14:24:34",April,4,jparedes,SANTIAGO,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","23/04/2025 14:26:15",April,4,jparedes,SANTIAGO,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","23/04/2025 14:29:04",April,4,jparedes,SANTIAGO,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","23/04/2025 14:31:34",April,4,jparedes,SANTIAGO,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","23/04/2025 14:53:42",April,4,jparedes,SANTIAGO,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","23/04/2025 14:55:26",April,4,jparedes,SANTIAGO,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","23/04/2025 15:02:10",April,4,jparedes,SANTIAGO,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","23/04/2025 15:06:17",April,4,grojas,"QUINTA NORMAL",1,1,0,0,0,1,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","23/04/2025 15:08:48",April,4,grojas,SANTIAGO,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","23/04/2025 15:12:38",April,4,grojas,SANTIAGO,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","23/04/2025 15:15:55",April,4,grojas,SANTIAGO,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","23/04/2025 15:18:46",April,4,grojas,SANTIAGO,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","23/04/2025 15:21:35",April,4,grojas,SANTIAGO,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","23/04/2025 15:24:34",April,4,grojas,SANTIAGO,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","23/04/2025 15:28:12",April,4,grojas,SANTIAGO,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","23/04/2025 15:30:35",April,4,grojas,SANTIAGO,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","23/04/2025 15:32:52",April,4,grojas,SANTIAGO,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","23/04/2025 15:37:35",April,4,grojas,SANTIAGO,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","23/04/2025 15:40:54",April,4,grojas,SANTIAGO,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","23/04/2025 15:58:13",April,4,jparedes,SANTIAGO,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","23/04/2025 16:00:46",April,4,jparedes,SANTIAGO,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","23/04/2025 16:02:51",April,4,jparedes,SANTIAGO,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","24/04/2025 14:03:06",April,4,jparedes,SANTIAGO,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","24/04/2025 14:04:48",April,4,jparedes,SANTIAGO,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","24/04/2025 14:06:09",April,4,jparedes,SANTIAGO,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","24/04/2025 14:07:55",April,4,jparedes,SANTIAGO,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","24/04/2025 14:09:43",April,4,jparedes,SANTIAGO,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","24/04/2025 14:13:28",April,4,jparedes,SANTIAGO,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","24/04/2025 14:15:18",April,4,jparedes,SANTIAGO,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","24/04/2025 14:16:56",April,4,jparedes,SANTIAGO,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","24/04/2025 14:18:45",April,4,jparedes,SANTIAGO,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","24/04/2025 14:20:56",April,4,jparedes,SANTIAGO,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","24/04/2025 14:22:53",April,4,jparedes,SANTIAGO,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","24/04/2025 14:25:25",April,4,jparedes,SANTIAGO,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","24/04/2025 15:29:10",April,4,grojas,"CERRO NAVIA",1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","24/04/2025 15:31:52",April,4,grojas,"CERRO NAVIA",1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","24/04/2025 15:36:39",April,4,grojas,"PUENTE ALTO",1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","24/04/2025 15:39:29",April,4,grojas,"PUENTE ALTO",1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","24/04/2025 15:42:40",April,4,grojas,"PUENTE ALTO",1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","24/04/2025 15:45:47",April,4,grojas,"PUENTE ALTO",1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","24/04/2025 15:47:23",April,4,grojas,PENALOLEN,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","24/04/2025 15:50:59",April,4,grojas,PENALOLEN,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","24/04/2025 15:53:31",April,4,grojas,PENALOLEN,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","24/04/2025 15:57:15",April,4,grojas,NUNOA,1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","24/04/2025 16:00:17",April,4,grojas,"LA REINA",1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","25/04/2025 11:48:58",April,4,jparedes,SANTIAGO,1,1,0,0,0,0,1,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","25/04/2025 11:59:45",April,4,jparedes,SANTIAGO,1,1,0,0,0,0,1,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","25/04/2025 12:02:36",April,4,jparedes,SANTIAGO,1,1,0,0,0,0,1,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","25/04/2025 12:06:46",April,4,jparedes,SANTIAGO,1,1,0,0,0,0,1,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","25/04/2025 12:12:18",April,4,jparedes,SANTIAGO,1,1,0,0,0,0,1,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","25/04/2025 16:02:02",April,4,grojas,"LA CISTERNA",1,1,0,0,1,0,0,0
"IMPLEMENTACIONES DE LOCALES TEMPORADA 2024","25/04/2025 16:05:19",April,4,grojas,"LA CISTERNA",1,1,0,0,0,0,1,0
